Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068682014","07/29/2014","40301.23","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","40301.23","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068692014","07/29/2014","117579.38","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","117579.38","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068702014","07/29/2014","76977.47","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","76977.47","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068712014","07/29/2014","78854.54","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","78854.54","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068722014","07/29/2014","103540.11","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","103540.11","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068732014","07/29/2014","70051.97","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","70051.97","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068742014","07/29/2014","68820.63","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","68820.63","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068752014","07/29/2014","119741.37","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","119741.37","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068762014","07/29/2014","98226.95","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","98226.95","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068772014","07/29/2014","61501.03","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","61501.03","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068782014","07/29/2014","107393.38","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","107393.38","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068792014","07/29/2014","87286.33","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","87286.33","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068802014","07/29/2014","97021.22","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","97021.22","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068812014","07/29/2014","55763.63","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","55763.63","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068822014","07/29/2014","41968.28","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","41968.28","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068832014","07/29/2014","94034.63","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","94034.63","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068842014","07/29/2014","97579.37","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","97579.37","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068852014","07/29/2014","23978.84","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","23978.84","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068862014","07/29/2014","98543.02","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","98543.02","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068872014","07/29/2014","46822.97","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","46822.97","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068882014","07/29/2014","72805.48","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","72805.48","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068892014","07/29/2014","109904.09","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","109904.09","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068902014","07/29/2014","109537.75","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","109537.75","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405271","068912014","07/29/2014","85365.79","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","85365.79","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","068942014","07/29/2014","107739.79","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","107739.79","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","068952014","07/29/2014","117383.45","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","117383.45","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","068962014","07/29/2014","26253.11","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","26253.11","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","068972014","07/29/2014","31835.94","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","31835.94","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","068982014","07/29/2014","108239.35","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","108239.35","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","068992014","07/29/2014","110432.70","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","110432.70","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069002014","07/29/2014","118126.94","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","118126.94","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069012014","07/29/2014","35791.39","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","35791.39","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069022014","07/29/2014","28609.58","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","28609.58","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069032014","07/29/2014","117107.04","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","117107.04","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069042014","07/29/2014","109904.09","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","109904.09","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069052014","07/29/2014","117063.41","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","117063.41","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069062014","07/29/2014","114801.01","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","114801.01","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069072014","07/29/2014","52321.34","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","52321.34","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069082014","07/29/2014","109415.10","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","109415.10","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069092014","07/29/2014","117383.45","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","117383.45","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069102014","07/29/2014","35670.78","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","35670.78","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069112014","07/29/2014","110163.41","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","110163.41","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069122014","07/29/2014","117383.45","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","117383.45","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069132014","07/29/2014","107739.79","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","107739.79","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069142014","07/29/2014","57815.23","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","57815.23","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069152014","07/29/2014","112376.39","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","112376.39","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069162014","07/29/2014","12935.66","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","12935.66","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405272","069172014","07/29/2014","109904.09","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","109904.09","N",
"General Services Administration","12-102","Court Of Federal Claims","","154-12-102","","201405524","072352014","08/15/2014","233548.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","233548.00","Y",
"Environmental Protection Agency","13-164C","Court Of Federal Claims","","154-13-164","","201405617","072512014","08/18/2014","76477.05","28-USC-1491 Implied Contr","Breach of Implied Contract","0.00","","","0.00","","","0.00","","","76477.05","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405658","075542014","09/05/2014","109904.09","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","109904.09","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405658","075552014","09/05/2014","89890.24","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","89890.24","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405658","075562014","09/05/2014","109904.09","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","109904.09","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405658","075572014","09/05/2014","8350.17","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","8350.17","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405658","075582014","09/05/2014","114801.01","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","114801.01","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405658","075592014","09/05/2014","84105.46","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","84105.46","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405658","075602014","09/05/2014","108075.56","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","108075.56","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405712","072642014","08/18/2014","117107.04","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","117107.04","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405712","072652014","08/18/2014","109904.09","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","109904.09","N",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201405712","072662014","08/18/2014","9609.96","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","9609.96","N",
"US Army Corps of Engineers","07-143","Court Of Federal Claims","","154-07-143","","201405815","072592014","08/18/2014","112000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","35818.71","41-USC-7101et seq        ","Contract Disputes Act","147818.71","Y",
"Adm Ofc of US Courts","12-826","Court Of Federal Claims","","154-12-826","","201406053","076692014","09/09/2014","9445.06","ART. 3 COMP CLAUSE       ","Article III Compensation Clause","0.00","","","0.00","","","0.00","","","9445.06","N",
"Department of the Army","10-772","Court Of Federal Claims","","154-10-772","","201406095","076772014","09/09/2014","101443.01","37-USC-204               ","Military Pay Act - Basic Pay","0.00","","","0.00","","","0.00","","","101443.01","N",
"Department of Energy","98-488","Court Of Federal Claims","","154-98-488","","201406126","081022014","09/29/2014","53139863.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","53139863.00","N",
"Department of Energy","01-116","Court Of Federal Claims","","154-01-116","","201406127","081012014","09/29/2014","19415984.84","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","19415984.84","N",
"Smithsonian Institution","14-34","Court Of Federal Claims","","154-14-34","","201406276","079332014","09/19/2014","94000.00","41-USC-7101et seq        ","Contract Disputes Act","0.00","","","0.00","","","0.00","","","94000.00","Y",
"Department of Housing and Urban Development","13-558","Court Of Federal Claims","","154-13-558","","201406398","080682014","09/25/2014","117176.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","117176.00","N",
"Customs and Border Protection","11-000-10","Foreign Claims","","54-11-0010","","201400576","004112014","12/16/2013","0.00","","","0.00","","","3390.10","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","3390.10","N",
"Department of State","1854-09","Foreign Claims","","163-49-95","","201402038","018132014","02/11/2014","580.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","577.40","N",
"Department of State","17 Ca 3546/13","Foreign Claims","","163-26-757","","201403893","036852014","05/09/2014","22148.80","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","22148.80","N",
"Department of Navy","","Foreign Claims","","DJ163-42-1567","","201404877","054672014","07/07/2014","314239.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","314548.00","N",
"Department of State","11-51871","Foreign Claims","","163-38-300","","201404958","065672014","07/28/2014","21850.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","21930.20","N",
"Federal Trade Commission","02-cv-237070CM3","Foreign Claims","","163-38-188","","201404959","071792014","08/15/2014","289000.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","285563.79","N",
"Federal Trade Commission","02-CV-237070CM3","Foreign Claims","","163-38-188","","201404960","072212014","08/14/2014","0.00","","","0.00","","","14350.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","14350.00","N",
"Federal Trade Commission","C57021 and C57472","Foreign Claims","","163-38-188","","201404961","071772014","08/15/2014","0.00","","","0.00","","","35200.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","34790.76","N",
"Federal Trade Commission","02-CV-237070CM3","Foreign Claims","","163-38-188","","201404962","062462014","07/28/2014","1225.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","1228.74","N",
"American Battle Monuments Commission","N/A","Foreign Claims","","163-40-207","","201405072","065322014","07/21/2014","40978.80","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","40629.00","N",
"Department of State","N/A","Foreign Claims","","163-156-10","","201405212","065152014","07/21/2014","714633.08","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","711007.50","N",
"Federal Trade Commission","","Foreign Claims","","163-38-188","","201405904","072942014","08/20/2014","14350.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","14207.79","N",
"Department of Navy","DJ 163-42-1701","Foreign Courts","","DJ163-42-1701","","201300268","008832013","12/05/2013","52160.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","53508.00","N",
"Department of Navy","DJ 163-42-1701","Foreign Courts","","DJ163-42-1701","","201300268","008852013","12/05/2013","9130.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","9353.69","N",
"Department of Navy","DJ 163-42-1701","Foreign Courts","","DJ163-42-1701","","201300268","008862013","12/05/2013","3662.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","3741.48","N",
"Department of Navy","DJ 163-42-1701","Foreign Courts","","DJ163-42-1701","","201300268","008872013","12/05/2013","3662.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","3741.48","N",
"Department of Navy","DJ 163-42-1701","Foreign Courts","","DJ163-42-1701","","201300268","008882013","12/05/2013","3662.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","3741.48","N",
"Department of Navy","DJ 163-42-1701","Foreign Courts","","DJ163-42-1701","","201300268","008892013","12/05/2013","3662.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","3741.48","N",
"Department of Navy","DJ 163-42-1701","Foreign Courts","","DJ163-42-1701","","201300268","008972013","12/05/2013","9130.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","9353.69","N",
"Department of Navy","DJ 163-42-1701","Foreign Courts","","DJ163-42-1701","","201300268","008982013","12/05/2013","9130.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","9353.69","N",
"Department of Navy","DJ 163-42-1701","Foreign Courts","","DJ163-42-1701","","201300268","008992013","12/05/2013","9130.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","9353.69","N",
"Department of Navy","DJ 163-42-1701","Foreign Courts","","DJ163-42-1701","","201300268","009002013","12/05/2013","9130.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","9353.69","N",
"Department of Navy","DJ 163-42-1701","Foreign Courts","","DJ163-42-1701","","201300268","009012013","12/05/2013","9130.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","9353.69","N",
"Department of Navy","DJ 163-42-1701","Foreign Courts","","DJ163-42-1701","","201300268","009022013","12/05/2013","9130.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","9353.69","N",
"Department of State","193-86-12","Foreign Courts","","NONE PROVIDED","","201304956","052022013","02/24/2014","24130.00","22-USC-2669              ","State Dept Tort Claims In Foreign Countries","0.00","","","0.00","","","0.00","","","24130.00","N",
"Department of State","","Foreign Courts","","NONE PROVIDED","","201400472","002172014","01/13/2014","204458.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","218598.78","N",
"Department of State","","Foreign Courts","","NONE PROVIDED","","201400474","002162014","01/13/2014","105365.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","112684.74","N",
"Department of State","","Foreign Courts","","NONE PROVIDED","","201400487","002202014","01/13/2014","33364.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","35738.23","N",
"Department of State","","Foreign Courts","","NONE PROVIDED","","201400493","002222014","01/13/2014","7079.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","7582.10","N",
"Department of State","","Foreign Courts","","NONE PROVIDED","","201400496","002212014","01/13/2014","45455.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","48560.07","N",
"Department of State","","Foreign Courts","","NONE PROVIDED","","201400499","002192014","01/13/2014","0.00","","","0.00","","","7079.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","7582.10","N",
"Department of State","","Foreign Courts","","NONE PROVIDED","","201400501","002182014","01/13/2014","0.00","","","0.00","","","22911.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","24518.23","N",
"Department of State","","Foreign Courts","","NONE PROVIDED","","201400502","002152014","01/13/2014","33364.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","35738.24","N",
"Department of State","13515-05-13","Foreign Courts","","163-49-95","","201401713","018342014","02/11/2014","0.00","","","0.00","","","3800.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","1097.06","N",
"Department of State","5577-05","Foreign Courts","","163-49-80","","201402930","029152014","04/14/2014","45020.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","13021.72","N",
"Department of State","5577-05","Foreign Courts","","163-49-80","","201402930","029162014","04/14/2014","0.00","","","4980.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","1440.43","N",
"Department of State","5577-05","Foreign Courts","","163-49-80","","201402931","029182014","04/14/2014","0.00","","","2500.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","723.11","N",
"Department of State","1110/2002","Foreign Courts","","163-36-55","","201403224","038962014","06/17/2014","0.00","","","0.00","","","7440.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","140.00","28-USC-2412(f)           ","Interest-Unsuccessful Appeal of Attny Fees Award","7446.46","N",
"Department of State","246/14","Foreign Courts","","163-86-15","","201403765","062222014","07/17/2014","130000.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","1506.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","7307.29","5-USC-5596               ","Back Pay Act","136017.43","N",
"Department of State","246/14","Foreign Courts","","163-86-15","","201403765","062232014","07/17/2014","0.00","","","0.00","","","0.00","","","1757.03","5-USC-5596               ","Back Pay Act","1723.95","N",
"Department of State","8 Ra 43/13x","Foreign Courts","","163-59-24","","201404627","062342014","07/21/2014","98882.80","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","39805.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","62289.60","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","187713.68","N",
"Department of State","8 Ra 43/13x","Foreign Courts","","163-59-24","","201404627","062352014","07/21/2014","0.00","","","0.00","","","0.00","","","7100.97","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","7064.57","N",
"Department of State","N/A","Foreign Courts","","163-49-105","","201404631","052682014","07/03/2014","12685.20","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","17538.22","N",
"Department of State","193-86-12","Foreign Courts","","NONE PROVIDED","","201404831","054582014","07/08/2014","1936.98","22-USC-2669              ","State Dept Tort Claims In Foreign Countries","0.00","","","0.00","","","0.00","","","1936.89","N",
"Department of Navy","DJ163-42-1701","Foreign Courts","","DJ163-42-1701","","201404847","054592014","07/07/2014","9130.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","9562.77","N",
"Department of Navy","DJ163-42-1701","Foreign Courts","","DJ163-42-1701","","201404847","054612014","07/07/2014","9130.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","9562.77","N",
"Department of State","","Foreign Courts","","163-22-8","","201404914","062082014","07/28/2014","45411.20","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","13930967.51","N",
"Department of State","","Foreign Courts","","163-22-12","","201404922","061872014","07/28/2014","23246.60","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","7033818.32","N",
"Department of State","","Foreign Courts","","163-22-9","","201404924","061882014","07/28/2014","14377.70","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","4350323.27","N",
"Department of Navy","DJ 163-42-1701","Foreign Courts","","DJ163-42-1701","","201405583","070172014","08/08/2014","373160.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","383722.21","N",
"Department of Justice","11-702  10-60826","Supreme Court","","11-702","11-702","201305016","058392013","12/04/2013","0.00","","","0.00","","","300.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","300.00","N",
"Department of Justice","12-496","Supreme Court","","12-496","12-496","201400250","010232014","01/23/2014","0.00","","","0.00","","","300.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","300.00","N",
