Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Alcohol Tobacco Fire","041189c","Court Of Federal Claims","","154041189","","200703329","03215271 ","03/28/2007","10998.97","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","10998.97","N",
"Alcohol Tobacco Fire","041189c","Court Of Federal Claims","","154041189","","200703329","03215272 ","03/28/2007","2577.09","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Alcohol Tobacco Fire","04233c","Court Of Federal Claims","","15404233","","200703332","03215361 ","03/28/2007","41565.82","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Alcohol Tobacco Fire","04233c","Court Of Federal Claims","","15404233","","200703332","03215362 ","03/28/2007","9739.01","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Alcohol Tobacco Fire","04233c","Court Of Federal Claims","","15404233","","200703332","03215371 ","03/29/2007","108123.07","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","108123.07","N",
"Alcohol Tobacco Fire","051192c","Court Of Federal Claims","","154051192","","200703334","03215391 ","03/29/2007","16955.83","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","16955.83","N",
"Alcohol Tobacco Fire","051192c","Court Of Federal Claims","","154051192","","200703334","03215401 ","03/27/2007","7099.27","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Alcohol Tobacco Fire","051192c","Court Of Federal Claims","","154051192","","200703334","03215402 ","03/27/2007","1663.38","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Alcohol Tobacco Fire","05572c","Court Of Federal Claims","","15405572","","200703337","03215461 ","03/29/2007","19763.81","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","19763.81","N",
"Alcohol Tobacco Fire","05572c","Court Of Federal Claims","","15405572","","200703337","03215471 ","03/27/2007","5973.04","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Alcohol Tobacco Fire","05572c","Court Of Federal Claims","","15405572","","200703337","03215472 ","03/27/2007","327.44","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Alcohol Tobacco Fire","04302c","Court Of Federal Claims","","15404302","","200703340","03215551 ","03/27/2007","9706.76","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Alcohol Tobacco Fire","04302c","Court Of Federal Claims","","15404302","","200703340","03215552 ","03/27/2007","532.13","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Alcohol Tobacco Fire","04302c","Court Of Federal Claims","","15404302","","200703340","03215561 ","03/29/2007","33443.64","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","33443.64","N",
"Alcohol Tobacco Fire","051115c","Court Of Federal Claims","","154051115","","200703341","03215581 ","03/29/2007","17611.49","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","17611.49","N",
"Alcohol Tobacco Fire","051115c","Court Of Federal Claims","","154051115","","200703341","03215591 ","03/28/2007","7325.84","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Alcohol Tobacco Fire","051115c","Court Of Federal Claims","","154051115","","200703341","03215592 ","03/28/2007","1716.47","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Customs and Border Protection","","Court Of Federal Claims","","15405506","","200703342","03215621 ","03/29/2007","19116.46","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","19116.46","N",
"Customs and Border Protection","","Court Of Federal Claims","","15405506","","200703342","03215631 ","03/27/2007","5751.50","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Customs and Border Protection","","Court Of Federal Claims","","15405506","","200703342","03215632 ","03/27/2007","315.30","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Customs and Border Protection","","Court Of Federal Claims","","15405474","","200703343","03215661 ","03/29/2007","15202.83","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","15202.83","N",
"Customs and Border Protection","","Court Of Federal Claims","","15405474","","200703343","03215671 ","03/27/2007","6055.07","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Customs and Border Protection","","Court Of Federal Claims","","15405474","","200703343","03215672 ","03/27/2007","1418.72","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Alcohol Tobacco Fire","06103c","Court Of Federal Claims","","15406103","","200703349","03215841 ","03/29/2007","15743.00","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","15743.00","N",
"Alcohol Tobacco Fire","06103c","Court Of Federal Claims","","15406103","","200703349","03215851 ","03/28/2007","5062.86","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Alcohol Tobacco Fire","06103c","Court Of Federal Claims","","15406103","","200703349","03215852 ","03/28/2007","277.55","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Alcohol Tobacco Fire","04163c","Court Of Federal Claims","","15404163","","200703351","03215941 ","03/29/2007","118249.09","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","118249.09","N",
"Alcohol Tobacco Fire","04163c","Court Of Federal Claims","","15404163","","200703351","03215951 ","03/28/2007","45458.57","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Alcohol Tobacco Fire","04163c","Court Of Federal Claims","","15404163","","200703351","03215952 ","03/28/2007","10651.09","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Drug Enforcement Adm","90162c","Court Of Federal Claims","","15490162","","200703438","03218251 ","03/29/2007","1562720.48","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","1562720.48","N",
"Drug Enforcement Adm","90162c","Court Of Federal Claims","","15490162","","200703438","03218261 ","03/28/2007","269309.20","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Drug Enforcement Adm","90162c","Court Of Federal Claims","","15490162","","200703438","03218262 ","04/02/2007","46846.85","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","","N",
"National Aeronautics and Space Administration","94785","Court Of Federal Claims","","15494785","","200703504","03219762 ","05/10/2007","20000000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","","N",
"Department of Agriculture","021795","Court Of Federal Claims","","021795","","200703747","03225351 ","04/16/2007","806688.88","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","806688.88","N",
"Drug Enforcement Adm","041732c","Court Of Federal Claims","","154041732","","200703750","03225391 ","04/23/2007","4511.32","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","4511.32","N",
"Drug Enforcement Adm","041732c","Court Of Federal Claims","","154041732","","200703750","03225401 ","04/24/2007","861.15","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Drug Enforcement Adm","041732c","Court Of Federal Claims","","154041732","","200703750","03225402 ","04/24/2007","201.77","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Drug Enforcement Adm","05230c","Court Of Federal Claims","","15405230","","200703751","03225421 ","04/18/2007","29369.16","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","29369.16","N",
"Drug Enforcement Adm","05230c","Court Of Federal Claims","","15405230","","200703751","03225431 ","04/18/2007","1300.39","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Drug Enforcement Adm","05230c","Court Of Federal Claims","","15405230","","200703751","03225432 ","04/18/2007","5550.03","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Drug Enforcement Adm","040023c","Court Of Federal Claims","","154040023","","200703752","03225481 ","04/18/2007","2556.26","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","2556.26","N",
"Drug Enforcement Adm","040023c","Court Of Federal Claims","","154040023","","200703752","03225491 ","04/17/2007","484.08","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Drug Enforcement Adm","040023c","Court Of Federal Claims","","154040023","","200703752","03225492 ","08/06/2007","113.42","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Department of Navy","06375c","Court Of Federal Claims","","15406375","","200703832","03227221 ","04/18/2007","55000.00","28-USC-1498              ","Patent/Copyright Infringement","0.00","","","0.00","","","0.00","","","55000.00","N",
"Drug Enforcement Adm","05124C","Court Of Federal Claims","","15405124","","200703905","03228761 ","04/27/2007","67046.07","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","67046.07","N",
"Drug Enforcement Adm","05124C","Court Of Federal Claims","","15405124","","200703905","03228771 ","04/24/2007","11524.70","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","11524.70","N",
"Drug Enforcement Adm","05124C","Court Of Federal Claims","","15405124","","200703905","03228772 ","04/25/2007","1960.23","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Drug Enforcement Adm","04233c","Court Of Federal Claims","","15404233","","200703907","03228831 ","04/26/2007","50600.56","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","50600.56","N",
"Drug Enforcement Adm","04233c","Court Of Federal Claims","","15404233","","200703907","03228851 ","04/24/2007","8928.73","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Drug Enforcement Adm","04233c","Court Of Federal Claims","","15404233","","200703907","03228852 ","04/25/2007","2092.03","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","2092.03","N",
"Drug Enforcement Adm","032836C","Court Of Federal Claims","","154032836","","200703909","03228941 ","04/27/2007","38009.34","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","38009.34","N",
"Drug Enforcement Adm","032836C","Court Of Federal Claims","","154032836","","200703909","03228961 ","04/24/2007","7197.82","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Drug Enforcement Adm","032836C","Court Of Federal Claims","","154032836","","200703909","03228962 ","04/25/2007","1686.45","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Customs and Border Protection","051227c","Court Of Federal Claims","","154051227","","200703950","03229861 ","04/26/2007","1959346.56","5-USC-5596               ","Back Pay Act","40653.44","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","2000000.00","N",
"Department of the Army","06656C","Court Of Federal Claims","","15406656","","200704010","03230981 ","04/30/2007","102134.94","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","102134.94","N",
"Immigration & Nat","90162c","Court Of Federal Claims","","15490162","","200704131","03233651 ","05/10/2007","6538.80","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","6538.80","N",
"Immigration & Nat","90162c","Court Of Federal Claims","","15490162","","200704131","03233661 ","05/08/2007","2286.80","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","2286.80","N",
"Immigration & Nat","90162c","Court Of Federal Claims","","15490162","","200704131","03233662 ","05/08/2007","423.14","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Customs and Border Protection","041189c","Court Of Federal Claims","","154041189","","200704286","03237541 ","05/11/2007","1448.38","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Customs and Border Protection","041189c","Court Of Federal Claims","","154041189","","200704286","03237542 ","05/11/2007","6181.63","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Customs and Border Protection","041189c","Court Of Federal Claims","","154041189","","200704286","03237561 ","05/11/2007","16233.54","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","16233.54","N",
"Drug Enforcement Adm","01-518C","Court Of Federal Claims","","15401218","","200704391","03241441 ","05/15/2007","1791486.13","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","1791486.13","N",
"Drug Enforcement Adm","01-518C","Court Of Federal Claims","","15401218","","200704391","03241461 ","05/17/2007","344370.78","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","344370.78","N",
"Drug Enforcement Adm","01-518C","Court Of Federal Claims","","15401218","","200704391","03241462 ","05/17/2007","105735.07","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","105735.07","N",
"Drug Enforcement Adm","04707c","Court Of Federal Claims","","15404707","","200704392","03241491 ","05/15/2007","46098.64","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","8466.55","5-USC-5596               ","Back Pay Act","45964.50","N",
"Drug Enforcement Adm","04707c","Court Of Federal Claims","","15404707","","200704392","03241511 ","05/17/2007","2015.17","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Drug Enforcement Adm","04707c","Court Of Federal Claims","","15404707","","200704392","03241512 ","05/17/2007","8600.69","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Department of Agriculture","98-815 C","Court Of Federal Claims","","15498815","","200704393","03241551 ","05/16/2007","5000000.00","28-USC-1346A             ","TuckerAct-distr cts","0.00","","","0.00","","","0.00","","","5000000.00","N",
"Department of Housing and Urban Development","05-805 C & 04-806 C","Court Of Federal Claims","","15404805 15404806","","200704775","03251051 ","06/21/2007","34756.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","","N",
"Department of Housing and Urban Development","05-805 C & 04-806 C","Court Of Federal Claims","","15404805 15404806","","200704775","03251061 ","06/21/2007","3000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","3000.00","N",
"Drug Enforcement Adm","01518c","Court Of Federal Claims","","15490162","","200704844","03252711 ","06/18/2007","45980.20","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","1850.89","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","47831.09","N",
"Department of Agriculture","95285c","Court Of Federal Claims","","15495285","","200704866","03253241 ","06/27/2007","1217170.85","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","1217170.85","N",
"Department of Agriculture","95285c","Court Of Federal Claims","","15495285","","200704866","03253251 ","06/27/2007","1119797.18","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","1119797.18","N",
"Department of Housing and Urban Development","02-1134C","Court Of Federal Claims","","154021134","","200704868","03253321 ","06/22/2007","1466000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","1466000.00","N",
"Department of Housing and Urban Development","02-1134C","Court Of Federal Claims","","154021134","","200704869","03253341 ","06/22/2007","1030000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","1030000.00","N",
"Department of Housing and Urban Development","02-1134C","Court Of Federal Claims","","154021134","","200704870","03253361 ","06/22/2007","1291000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","1291000.00","N",
"Department of Housing and Urban Development","02-1134C","Court Of Federal Claims","","154021134","","200704874","03253441 ","06/28/2007","350000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","350000.00","N",
"Department of Housing and Urban Development","02-1134C","Court Of Federal Claims","","154021134","","200704875","03253491 ","06/22/2007","1321000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","1321000.00","N",
"Department of Housing and Urban Development","02-1134C","Court Of Federal Claims","","154021134","","200704876","03253521 ","06/28/2007","857000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","857000.00","N",
"Department of Housing and Urban Development","02-1134C","Court Of Federal Claims","","154021134","","200704878","03253581 ","06/22/2007","2796000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","2796000.00","N",
"Department of Housing and Urban Development","02-1134C","Court Of Federal Claims","","154021134","","200704880","03253611 ","06/28/2007","692000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","692000.00","N",
"Department of Housing and Urban Development","02-1134C","Court Of Federal Claims","","154021134","","200704882","03253681 ","06/28/2007","829000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","829000.00","N",
"Department of Housing and Urban Development","02-1134C","Court Of Federal Claims","","154021134","","200704930","03255441 ","06/22/2007","1277000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","1277000.00","N",
"Department of Housing and Urban Development","02-1134C","Court Of Federal Claims","","154021134","","200704931","03255501 ","06/22/2007","1060000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","1060000.00","N",
"Department of Housing and Urban Development","02-1134C","Court Of Federal Claims","","154021134","","200704933","03255531 ","06/22/2007","3099000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","3099000.00","N",
"Department of Housing and Urban Development","02-1134C","Court Of Federal Claims","","154021134","","200704934","03255581 ","06/22/2007","1189000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","1189000.00","N",
"Department of Housing and Urban Development","02-1134C","Court Of Federal Claims","","154021134","","200704936","03255641 ","06/26/2007","1086000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","1086000.00","N",
"Drug Enforcement Adm","90162c","Court Of Federal Claims","","15490162","","200705058","03258691 ","07/03/2007","54325264.40","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","54325264.40","N",
"Drug Enforcement Adm","90162c","Court Of Federal Claims","","15490162","","200705058","03258701 ","07/31/2007","10816440.29","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","10816440.29","N",
"Drug Enforcement Adm","90162c","Court Of Federal Claims","","15490162","","200705058","03258702 ","07/31/2007","1545027.89","29 USC 2617              ","FMLA claims - Vet'ns Health Admin only","0.00","","","0.00","","","0.00","","","1545027.89","N",
"Alcohol Tobacco Fire","90162c","Court Of Federal Claims","","15490162","","200705059","03258721 ","07/03/2007","27564699.22","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","27564699.22","N",
"Alcohol Tobacco Fire","90162c","Court Of Federal Claims","","15490162","","200705059","03258751 ","07/02/2007","5326562.17","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","5326562.17","N",
"Alcohol Tobacco Fire","90162c","Court Of Federal Claims","","15490162","","200705059","03258752 ","07/02/2007","645253.13","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","645253.13","N",
"Customs and Border Protection","90162c","Court Of Federal Claims","","15490162","","200705060","03258801 ","07/03/2007","33364647.01","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","33364647.01","N",
"Customs and Border Protection","90162c","Court Of Federal Claims","","15490162","","200705060","03258821 ","07/31/2007","6335853.32","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","6335853.32","N",
"Customs and Border Protection","90162c","Court Of Federal Claims","","15490162","","200705060","03258822 ","07/31/2007","685406.77","29 USC 2617              ","FMLA claims - Vet'ns Health Admin only","0.00","","","0.00","","","0.00","","","685406.77","N",
"Department of Veterans Affairs","040497C","Court Of Federal Claims","","15404497","","200705079","03259222 ","07/06/2007","38000.00","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","38000.00","N",
"Department of Veterans Affairs","040497C","Court Of Federal Claims","","15404497","","200705079","03259231 ","07/06/2007","0.00","","","32869.32","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","","N",
"Department of Veterans Affairs","040497C","Court Of Federal Claims","","15404497","","200705079","03259241 ","07/06/2007","0.00","","","8130.68","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","","N",
"Internal Revenue Service/S&E","90162c","Court Of Federal Claims","","15490162","","200705172","03261731 ","07/31/2007","9546182.91","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","9546182.91","N",
"Internal Revenue Service/S&E","90162c","Court Of Federal Claims","","15490162","","200705172","03261732 ","07/31/2007","1110999.83","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","1110999.83","N",
"Internal Revenue Service/S&E","90162c","Court Of Federal Claims","","15490162","","200705172","03261751 ","07/03/2007","49720105.42","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Secret Service at Homeland Security","90162C","Court Of Federal Claims","","15490162","","200705174","03261881 ","07/31/2007","776070.59","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","776070.59","N",
"Secret Service at Homeland Security","90162C","Court Of Federal Claims","","15490162","","200705174","03261882 ","07/31/2007","11530888.71","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","11530888.71","N",
"Secret Service at Homeland Security","90162C","Court Of Federal Claims","","15490162","","200705174","03261891 ","07/03/2007","64033346.31","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","64033346.31","N",
"DHS - TSA  Trans. SEC. Admin.","06524c","Court Of Federal Claims","","15406524","","200705512","03270261 ","07/23/2007","48089.56","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","48089.56","N",
"Bureau of the Census","01-495C","Court Of Federal Claims","","15401495","","200705700","03275981 ","07/31/2007","152886.26","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","152886.26","N",
"Fish & Wildlife Svc","90162c","Court Of Federal Claims","","15490162","","200705839","03279851 ","07/27/2007","41828.73","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","41828.73","N",
"Fish & Wildlife Svc","90162c","Court Of Federal Claims","","15490162","","200705839","03279871 ","07/30/2007","12082.43","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Fish & Wildlife Svc","90162c","Court Of Federal Claims","","15490162","","200705839","03279872 ","07/30/2007","662.33","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Library of Congress","05472c","Court Of Federal Claims","","15405472","","200705952","03282351 ","08/21/2007","0.00","","","312010.75","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","312010.75","N",
"Department of Energy","98485c","Court Of Federal Claims","","15498485","","200706024","03284081 ","08/06/2007","6881241.96","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","6881241.96","N",
"Natl Park Service","05143C","Court Of Federal Claims","","15405143","","200706042","03288441 ","08/17/2007","219758.52","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","15000.00","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","415.00","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","235173.52","N",
"Department of Agriculture","","Court Of Federal Claims","","","","200706174","03288961 ","08/29/2007","55000000.00","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","55000000.00","N",
"Department of Navy","1:07-cv-08-MBH","Court Of Federal Claims","","154078","","200706175","03288531 ","08/22/2007","92819.63","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","92819.63","N",
"Public Health Svc","06807c","Court Of Federal Claims","","15406807","","200706365","03293501 ","09/05/2007","106564.72","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","0.00","","","0.00","","","106564.72","N",
"Secret Service at Homeland Security","90162c","Court Of Federal Claims","","15490162","","200706455","03295551 ","09/05/2007","339880.99","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","339880.99","N",
"Secret Service at Homeland Security","90162c","Court Of Federal Claims","","15490162","","200706455","03295561 ","09/04/2007","59981.15","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
