Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Department of the Army","CV411-164","U.S. District Court","","NONE PROVIDED","","201201198","012112012","01/11/2012","945250.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","945250.00","N",
"Social Security Administration","CV-11-2758","U.S. District Court","","CV-11-2758","","201201199","011642012","01/04/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV-11-0424","U.S. District Court","","CV-11-0424","","201201200","011632012","01/04/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"DHS - Immigration  & Customs Enforcement (ICE)","5:10-CV-65","U.S. District Court","","2005V02142","","201201201","010432012","12/23/2011","1000000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","1000000.00","N",
"Department of Navy; Natl Inst of Health","RWT-10-2591","U.S. District Court","","2010V00695; 2010V00695","","201201202","011072012","12/27/2011","1000000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","1000000.00","N",
"Social Security Administration","3:10-CV-1187-BD","U.S. District Court","","3:10-CV-1187-BD","","201201209","011622012","01/04/2012","367.13","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","367.13","N",
"Department of Agriculture","971978    981693","U.S. District Court","","NONE PROVIDED","","201201210","011972012","01/11/2012","0.00","","","29299.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","29299.00","N",
"Department of Justice","08-CV-1050 JAM GH PS","U.S. District Court","","2:08-CV-01050-JAM-GGH","2:08-CV-01050-JAM-GGH","201201217","011162012","12/29/2011","0.00","","","4074.30","18-USC-983               ","Civil Forfeiture - Legal Services Corp fees","0.00","","","0.00","","","4074.30","N",
"Drug Enforcement Adm","08CV1113","U.S. District Court","","NONE PROVIDED","","201201218","013032012","01/11/2012","0.00","","","1292.00","18-USC-983               ","Civil Forfeiture - Legal Services Corp fees","0.00","","","0.00","","","1292.00","N",
"Department of Veterans Affairs","SA 10-CV-00812-XR","U.S. District Court","","2010V01282","","201201219","011142012","12/29/2011","22500.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","22500.00","N",
"Department of the Air Force; Fed Aviation Admin","Intentionally Blank","U.S. District Court","","Intentionally Blank; Intentionally Blank","","201201220","010262012","12/22/2011","950000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","950000.00","N",
"Social Security Administration","H-09-3528","U.S. District Court","","H-09-3528","","201201222","010992012","01/04/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3:10-CV-1061","U.S. District Court","","3:10-CV-1061","","201201227","012032012","01/11/2012","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","350.00","N",
"Department of Veterans Affairs","2:011-cv-00125-IPJ","U.S. District Court","","2011V00166","","201201229","011962012","01/11/2012","8000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","8000.00","N",
"Department of Housing and Urban Development","MJG 95-309","U.S. District Court","","145-17-5124","","201201235","011152012","12/29/2011","0.00","","","37556.48","42-USC-1988              ","Civil Rights - Attorney Fees","0.00","","","0.00","","","37556.48","N",
"Department of Navy","10-246","U.S. District Court","","NONE PROVIDED","","201201237","011952012","01/06/2012","10000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of the Air Force","11-00170-CV-W-GAF","U.S. District Court","","490-66-867","","201201238","011702012","12/28/2011","5000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","5000.00","N",
"Forest Service","CV 10-5458 SVW","U.S. District Court","","2010V01860","","201201241","016372012","02/01/2012","150000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","150000.00","N",
"Social Security Administration","1:10CV187","U.S. District Court","","2010V00313","","201201244","012172012","01/06/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Bur of Land Mgmt","09-902","U.S. District Court","","NONE PROVIDED","","201201245","029392012","04/05/2012","500000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","500000.00","N",
"Fed Bureau of Invest","10-1926-JAG/BJM","U.S. District Court","","2010V00741","","201201248","010012012","12/23/2011","35000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","35000.00","N",
"Social Security Administration","3:11CV106-RJC-DSC","U.S. District Court","","2011V00091/3:11CV106","","201201249","012362012","01/06/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of the Air Force","CIV 11-00276-CG-LAM","U.S. District Court","","2011V00229","","201201251","012932012","01/11/2012","125000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","125000.00","N",
"Department of the Air Force","3:10-cv-77","U.S. District Court","","2010V00841","","201201255","012202012","01/05/2012","160000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","160000.00","N",
"Social Security Administration","10-CIV-180-RAW-KEW","U.S. District Court","","CIV-10-180-RAW-KEW","","201201256","012222012","01/06/2012","0.00","","","0.00","","","394.64","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","394.64","N",
"Social Security Administration","1:11-CV-12-JGM-JMC","U.S. District Court","","2011V00287","","201201261","012242012","01/06/2012","0.00","","","0.00","","","48.54","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","48.54","N",
"Customs and Border Protection","211CV3300","U.S. District Court","","NONE PROVIDED","","201201266","012252012","01/05/2012","3000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","3000.00","N",
"Social Security Administration","2:10CV136","U.S. District Court","","2010V00314","","201201271","012332012","01/06/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","3:10-CV-00792-LRH-VPC","U.S. District Court","","2010V00011","","201201281","010912012","12/29/2011","50000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","50000.00","N",
"Bureau of Prisons","09 C 7607","U.S. District Court","","2010V00135","","201201294","013022012","01/11/2012","450000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","450000.00","N",
"Department of the Air Force","5:10-CV-335/RS/CJK","U.S. District Court","","NOT PROVIDED","","201201299","010342012","12/22/2011","100000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","100000.00","Y",
"Environmental Protection Agency","90-5-2-4-18459","U.S. District Court","","90-5-2-4-18459","","201201301","012442012","01/11/2012","0.00","","","132845.00","42-USC-7604              ","Clean Air Act - Citizens' Suits (Attny Fees & Costs)","0.00","","","0.00","","","132845.00","N",
"Natl Guard Bureau; US Army Corps of Engineers","90-7-3-17947/1","U.S. District Court","","90-7-3-17947/1; 90-7-3-17947/1","","201201304","012622012","01/05/2012","18375.02","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","18375.02","N",
"Social Security Administration","CV-10-5301","U.S. District Court","","CV-10-5301","","201201305","012122012","01/06/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Agriculture","971978   981693","U.S. District Court","","NONE PROVIDED","","201201308","013042012","01/05/2012","12500.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","0.00","","","12500.00","N",
"Social Security Administration","CV-10-4812","U.S. District Court","","CV-10-4812","","201201310","012512012","01/10/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV-11-2189","U.S. District Court","","CV-11-2189","","201201311","012532012","01/10/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3:11CV-0058-S","U.S. District Court","","3:11CV-58-S","","201201320","013352012","01/10/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","cv-08-3916","U.S. District Court","","NONE PROVIDED","","201201321","019842012","02/15/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Navy","10-C-894","U.S. District Court","","N/A","","201201322","013132012","01/11/2012","120000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","120000.00","N",
"Social Security Administration","3:10CV00215","U.S. District Court","","3:10CV00215","","201201323","013122012","01/10/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","3:10CV441-RV-EMT","U.S. District Court","","2010V00867","","201201325","013372012","01/11/2012","200000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","200000.00","N",
"Coast Guard; Department of Navy; Department of the Air Force; Department of the Army; Homeland Security","90-11-6-18208","U.S. District Court","","90-11-6-18208; 90-11-6-18208; 90-11-6-18208; 90-11-6-18208; 90-11-6-18208","","201201329","012642012","01/05/2012","364510.85","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","364510.85","N",
"Department of Commerce; Department of Navy; Department of the Air Force; Department of the Army; General Services Administration; US Army Corps of Engineers","90-11-6-17323","U.S. District Court","","90-11-6-17323; 90-11-6-17323; 90-11-6-17323; 90-11-6-17323; 90-11-6-17323; 90-11-6-17323","","201201330","014922012","01/25/2012","6585000.00","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","3199.72","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","6588199.72","N",
"Social Security Administration","CV-11-3004-JPH","U.S. District Court","","N/A","","201201342","013492012","01/10/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Agriculture","10-008-BU-RFC","U.S. District Court","","2010V00042","","201201343","014092012","01/13/2012","185000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","185000.00","N",
"Social Security Administration","10-0038","U.S. District Court","","NONE PROVIDED","","201201344","013502012","01/10/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","CV 10-06473 JAK-(AJWx)","U.S. District Court","","2010V02259","","201201352","012882012","01/10/2012","599000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","599000.00","N",
"Social Security Administration","11-00007-CV-W-DW-SSA","U.S. District Court","","Intentionally Blank","","201201357","012892012","01/10/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","11-0590","U.S. District Court","","NONE PROVIDED","","201201361","013422012","01/10/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3:11-CV-01269-BK","U.S. District Court","Texas - Northern","3:10-CV-01269-BK","","201201362","049322012","08/07/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","11-6095-CV-SJ-SOW","U.S. District Court","","Intentionally Blank","","201201363","013002012","01/10/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","10-1234-CV-W-NKL","U.S. District Court","","Intentionally Blank","","201201364","013092012","01/10/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Fed Bureau of Invest","CIV-11-01771-PHX-GMS","U.S. District Court","","2011V00885","","201201367","013562012","01/13/2012","60000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","60000.00","N",
"Social Security Administration","10-0528-CV-W-SOW","U.S. District Court","","Intentionally Blank","","201201368","012792012","01/10/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Natl Oceanic & Atmos","CV 11-00204 ACK-RLP","U.S. District Court","","2011V00829","","201201369","013722012","01/12/2012","110000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","110000.00","Y",
"Fish & Wildlife Svc","CV 05-05526 PA","U.S. District Court","","2005V02113","","201201370","012762012","01/10/2012","250000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","250000.00","N",
"Social Security Administration","CIV 10-4052-RAL","U.S. District Court","","2010V00069","","201201371","014572012","01/18/2012","0.00","","","0.00","","","27.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","27.00","N",
"Indian Health Svc","10-CV-735-CVE-FHM","U.S. District Court","","10-CV-735-CVE-FHM","","201201378","013782012","01/13/2012","845000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","845000.00","N",
"Social Security Administration","6:08-cv-1986-Orl-28DAB","U.S. District Court","","2009V01691","","201201392","012702012","01/10/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","8:10-cv-01398-T-EAJ","U.S. District Court","","2010V03527","","201201394","012692012","01/10/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","","U.S. District Court","","2010V00609","","201201395","013872012","01/13/2012","0.00","","","0.00","","","367.13","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","367.13","N",
"Social Security Administration","8:10-cv-01149-T-TBM","U.S. District Court","","2010V02675","","201201396","012682012","01/10/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","8:10-cv-02175-T-26TGW","U.S. District Court","","2010V05078","","201201397","012672012","01/10/2012","0.00","","","0.00","","","401.79","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","401.79","N",
"Indian Health Svc","3:10-CV-08157-FJM","U.S. District Court","","2010V00705","","201201398","014152012","01/20/2012","65000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","65000.00","N",
"US Army Corps of Engineers","2:10-CV-00876","U.S. District Court","","61-32-2055","","201201401","014192012","01/20/2012","37500.00","46-USC-30901et seq       ","Suits In Admiralty Act","0.00","","","0.00","","","0.00","","","37500.00","N",
"Department of the Air Force; Fed Aviation Admin","8:10-CV-00627","U.S. District Court","","157-62-4577; 157-62-4577","","201201402","013532012","01/11/2012","2450000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","2450000.00","N",
"Department of the Army","10-00141 LEK KSC","U.S. District Court","","157-21-1833","","201201403","013522012","01/11/2012","1000000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","1000000.00","N",
"Social Security Administration","11 C 0004","U.S. District Court","","2011V00565","","201201405","013762012","01/12/2012","0.00","","","0.00","","","28.53","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","28.53","N",
"Social Security Administration","10 C 7190","U.S. District Court","","2010V04301","","201201406","013752012","01/12/2012","0.00","","","0.00","","","366.62","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","366.62","N",
"Social Security Administration","10 C 3262","U.S. District Court","","2010V02143","","201201407","013742012","01/12/2012","377.33","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","377.33","N",
"Department of Veterans Affairs","11-0393","U.S. District Court","","11-0393","","201201410","015292012","02/06/2012","35000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","35000.00","Y",
"Department of the Air Force","3:10-CV-00014HRH","U.S. District Court","","2010V0026","","201201411","014592012","01/20/2012","65000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","65000.00","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","U.S. District Court","","USAO 2011V01301","","201201412","013812012","01/13/2012","48500.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","48500.00","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","U.S. District Court","","USAO 2011V01301","","201201412","013822012","01/13/2012","6500.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","6500.00","N",
"Department of Energy","90-11-6-28","U.S. District Court","","90-11-6-28","","201201413","017312012","02/01/2012","10202.85","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","3.71","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","10206.56","N",
"Department of Energy","90-7-3-18273/1","U.S. District Court","","90-7-3-18273/1","","201201415","012662012","01/05/2012","0.00","","","32000.00","42-USC-9620              ","CERCLA - Superfund","0.00","","","0.00","","","32000.00","N",
"Department of Veterans Affairs","09-3566","U.S. District Court","","2009V00368","","201201417","014282012","01/20/2012","466692.46","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","466692.46","N",
"Department of the Air Force","5:08-CV-620-D","U.S. District Court","","2009V0113","","201201418","014292012","01/20/2012","501000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","501000.00","N",
"Social Security Administration","10-CV-5312","U.S. District Court","","2010V04648","","201201419","013962012","01/12/2012","0.00","","","0.00","","","362.30","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","362.30","N",
"Department of Agriculture","971978  981693","U.S. District Court","","NONE PROVIDED","","201201426","014102012","01/11/2012","162500.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","0.00","","","162500.00","N",
"Environmental Protection Agency","90-5-2-4-19112","U.S. District Court","","90-5-2-4-19112","","201201427","013952012","01/12/2012","0.00","","","5159.54","42-USC-7604              ","Clean Air Act - Citizens' Suits (Attny Fees & Costs)","0.00","","","0.00","","","5159.54","N",
"Social Security Administration","10 C 8138","U.S. District Court","","2011V01391","","201201433","013922012","01/12/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Justice; Department of the Interior","10-CV-02118-JLK","U.S. District Court","","90-8-6-07053; 90-8-6-07053","90-8-6-07053","201201456","012962012","01/11/2012","6904.49","16-USC-1540              ","Endangered Species Act","0.00","","","0.00","","","0.00","","","6904.49","N",
"Social Security Administration","10-CV-00705-PK","U.S. District Court","","CV 10-705-PK","","201201461","014382012","01/17/2012","0.00","","","0.00","","","9.30","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","9.30","N",
"Def Logistics Agency","90-11-2-251","U.S. District Court","","90-11-2-251","","201201469","014242012","01/12/2012","78971.10","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","78971.10","N",
"DHS - Immigration  & Customs Enforcement (ICE)","10-2186","U.S. District Court","","NONE PROVIDED","","201201474","013222012","01/10/2012","65000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","65000.00","N",
"Department of Veterans Affairs","5:10CV00240","U.S. District Court","","5:10CV00240","","201201476","030022012","04/11/2012","8000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","5443.51","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","13443.51","N",
"Department of the Interior","C-98-2094-CW-EDL","U.S. District Court","","NOT SUBMITTED","","201201483","016362012","02/01/2012","0.00","","","44024.16","29-USC-633A              ","Age Discrimination In Empl Act - Fed Employ","0.00","","","0.00","","","44024.16","Y",
"Food & Drug Adm","2:11-cv-000182-GZS","U.S. District Court","","11-17408","","201201489","017232012","02/01/2012","60000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","60000.00","Y",
"Indian Health Svc","07-CV-00258","U.S. District Court","","2008V00021","","201201490","014892012","01/20/2012","25000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","25000.00","N",
"Department of Veterans Affairs","09 CIV 6088 HBP","U.S. District Court","","2009 V 01399","","201201493","014902012","01/20/2012","75000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","75000.00","N",
"Secret Service at Homeland Security","98-0817","U.S. District Court","","98-0817","","201201494","023242012","03/02/2012","250000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","200542.40","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","4119.52","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","454661.92","Y",
"Homeland Security","EDCV 08-01776 ERW","U.S. District Court","","2009V00843","","201201495","020922012","02/22/2012","12100.00","28-USC-2677 Fls-Arrest   ","Federal Tort Claims Act/Settlement/Fls-Arrest","0.00","","","0.00","","","0.00","","","12100.00","N",
"Social Security Administration","CV 09-08627 PJW","U.S. District Court","","2009V02889","","201201496","016382012","02/01/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV 10-8951 MRW","U.S. District Court","","2010V02671","","201201497","021692012","02/28/2012","0.00","","","0.00","","","369.13","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","369.13","N",
"Marshals Service","1:02cv01484","U.S. District Court","","1:02cv-01484","","201201509","015692012","01/25/2012","27500.00","29-USC-794a              ","Disability discrim-federal employment","0.00","","","0.00","","","0.00","","","27500.00","Y",
"Department of Navy","10-00418 ACK KSC","U.S. District Court","","2010V00147","","201201515","017522012","02/01/2012","35000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","35000.00","N",
"Environmental Protection Agency","90-5-2-4-19029","U.S. District Court","","90-5-2-4-19029","","201201516","019722012","02/10/2012","0.00","","","13500.00","42-USC-7604              ","Clean Air Act - Citizens' Suits (Attny Fees & Costs)","0.00","","","0.00","","","13500.00","N",
"Social Security Administration","SACV 11-00011 E","U.S. District Court","","2011V00398","","201201519","020322012","02/15/2012","0.00","","","0.00","","","19.13","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","19.13","N",
"Social Security Administration","SACV 10-1848 OP","U.S. District Court","","2011V0020","","201201523","017062012","02/01/2012","0.00","","","0.00","","","19.98","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","19.98","N",
"Social Security Administration","CV 10-06069 SP","U.S. District Court","","2010V01811","","201201524","016442012","02/01/2012","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","CV 10-08046 FFM","U.S. District Court","","2010V02519","","201201525","017532012","02/01/2012","0.00","","","0.00","","","60.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","60.00","N",
"Social Security Administration","3:10-CV-00603","U.S. District Court","","2010V00187","","201201530","015492012","01/27/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","1:06-CV-00019","U.S. District Court","","2006V00079","","201201531","015482012","01/27/2012","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Fed Aviation Admin","CIV-10-650-MCA-LFG","U.S. District Court","","2010V00621","","201201533","014522012","01/20/2012","2500.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","2500.00","Y",
"Social Security Administration","6:10-CV-00075-AA","U.S. District Court","","CV-10-75-AA","","201201534","015302012","02/07/2012","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3:10-CV-01082-SI","U.S. District Court","","CV-10-1082-SI","","201201535","015272012","02/07/2012","0.00","","","0.00","","","374.60","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","374.60","N",
"Social Security Administration","10-CV-00948-HZ","U.S. District Court","","CV-10-948-HZ","","201201537","015262012","02/07/2012","0.00","","","0.00","","","11.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","11.00","N",
"Social Security Administration","10-CV-01072-MO","U.S. District Court","","CV-1072-MO","","201201541","015282012","02/07/2012","0.00","","","0.00","","","12.00","28-USC-2412(b)           ","EAJA Attorny Fees","0.00","","","12.00","N",
"Department of the Air Force","CV-2010-1123-D","U.S. District Court","","2011V00146","","201201548","013772012","01/12/2012","5000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","5000.00","Y",
"Department of Veterans Affairs","3:11-cv-2404-MBS","U.S. District Court","","2011V02105","","201201554","016242012","02/06/2012","475000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","475000.00","N",
"Secret Service at Homeland Security","07-2192","U.S. District Court","","07-2193","","201201556","014332012","01/20/2012","250000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","250000.00","Y",
"Department of Veterans Affairs","1:10-cv-02794-ELH","U.S. District Court","","2010V00474","","201201557","015552012","01/27/2012","48000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","48000.00","N",
"Social Security Administration","3:11-CV-0020-HRH","U.S. District Court","","2010V00033","","201201562","015392012","02/06/2012","0.00","","","0.00","","","17.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","17.50","N",
