Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"US Army Corps of Engineers","90-11-2-07106/5","U.S. District Court","","NONE PROVIDED","","201002309","048542010","03/17/2010","76311.94","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","112.40","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","76424.34","N",
"Drug Enforcement Adm","CV 08-00514 SVW (JEMx)","U.S. District Court","","2008V00614","","201002311","048812010","03/22/2010","85000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","85000.00","Y",
"Department of Justice","08-4187","U.S. District Court","","08-4187","08-4187","201002312","046682010","03/15/2010","0.00","","","0.00","","","1604.60","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","1604.60","N",
"Social Security Administration","CV 08-03314 OP","U.S. District Court","","2008V01492","","201002314","047062010","03/15/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Health and Human Services","2009-3086","U.S. District Court","","154-F09-134","","201002318","048522010","03/18/2010","0.00","5-USC-3330c              ","Veterans' Preference (Attny Fees&Expense)","42431.76","5-USC-3330c              ","Veterans' Preference (Attny Fees&Expense)","1037.93","5-USC-3330c              ","Veterans' Preference (Attny Fees&Expense)","0.00","","","43469.69","N",
"Department of Housing and Urban Development","09-499","U.S. District Court","","154-09-499","","201002319","047362010","03/16/2010","394000.00","28-USC-1491 Implied Contr","Breach of Implied Contract","0.00","","","0.00","","","0.00","","","394000.00","N",
"Social Security Administration","3:08-370-SB","U.S. District Court","","SA - 2008V01176","","201002326","045962010","03/12/2010","0.00","","","0.00","","","357.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","357.00","N",
"Social Security Administration","08-35976","U.S. District Court","","08-35976","","201002335","047282010","03/15/2010","0.00","","","0.00","","","823.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","823.20","N",
"Social Security Administration","08-CV-00769-MA","U.S. District Court","","08-CV-00769-MA","","201002337","047442010","03/15/2010","0.00","","","0.00","","","17.60","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","17.60","N",
"Social Security Administration","08-0171-C","U.S. District Court","","08-0171-C","","201002338","048562010","03/18/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Fed Bureau of Invest","CV 05-03910 ABC (PLAx)","U.S. District Court","","2005V01458","","201002341","050722010","03/26/2010","0.00","","","282650.00","28-USC-2465              ","Return Of Property - Attny Fees&Costs","0.00","","","0.00","","","282650.00","N",
"Social Security Administration","07-00194-CB-B","U.S. District Court","","07-0194-CB-B","","201002344","046282010","03/12/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","08-2428-CM-GBC","U.S. District Court","","SA - 2008V01111","","201002354","046222010","03/12/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"DHS - TSA  Trans. SEC. Admin.","09CV-02960-REB-MJW","U.S. District Court","","2009V01113","","201002359","046202010","03/12/2010","500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","500.00","N",
"Fed Aviation Admin","507CV00274","U.S. District Court","","NONE PROVIDED","","201002360","047422010","03/15/2010","795000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","795000.00","N",
"Fed Aviation Admin","506CV316","U.S. District Court","","NONE PROVIDED","","201002361","047402010","03/15/2010","15000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","15000.00","N",
"Fed Aviation Admin","507CV316  507CV273","U.S. District Court","","NONE PROVIDED","","201002362","047662010","03/16/2010","507500.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","507500.00","N",
"Social Security Administration","CIV-09-CV-00502-WMS","U.S. District Court","","USAO 2009V00641","","201002363","047302010","03/15/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Alcohol Tobacco Fire","09-265","U.S. District Court","","2009V00068","","201002376","046922010","03/15/2010","10000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Social Security Administration","09-6107-CV-SJ-DW-SSA","U.S. District Court","","2009V00573","","201002379","046802010","03/15/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","2:09-45","U.S. District Court","","2004V00259","","201002382","046522010","03/15/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3:09-CV-208-RJC-DSC","U.S. District Court","","2009V00301","","201002385","047102010","03/15/2010","0.00","","","0.00","","","367.57","42-USC-405               ","Social Security Appeals","0.00","","","367.57","N",
"Department of the Treasury","3:09-CV-00218-JWS","U.S. District Court","","2009V00149","","201002386","047542010","03/16/2010","40000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","40000.00","N",
"Department of Veterans Affairs","08-CV-175","U.S. District Court","","N/A","","201002395","049562010","03/25/2010","550000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","550000.00","N",
"Department of the Air Force","CV-09-323-EFS","U.S. District Court","","2009V00302","","201002396","047482010","03/16/2010","40000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","40000.00","N",
"Department of Veterans Affairs","CV-07-5408","U.S. District Court","","2008V0078","","201002402","047782010","03/18/2010","160000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","160000.00","N",
"Fed Aviation Admin","506CV273","U.S. District Court","","NONE PROVIDED","","201002404","047762010","03/17/2010","5000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","5000.00","N",
"US Army Corps of Engineers","09CV93","U.S. District Court","","NONE PROVIDED","","201002406","048022010","03/16/2010","515000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","515000.00","N",
"Indian Health Svc","CIV 09-757 JEC/RHS","U.S. District Court","","2009V00434","","201002411","047722010","03/17/2010","250000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","250000.00","N",
"Forest Service","2:09-CV-00240 GEB JFM","U.S. District Court","","2009V00234","","201002416","047902010","03/18/2010","265000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","265000.00","N",
"US Army Corps of Engineers","18301-18515","U.S. District Court","","90-11-2-0710/5","","201002417","047922010","03/16/2010","4342.28","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","4342.28","N",
"DHS - Immigration  & Customs Enforcement (ICE)","09-51111 & NO 10-50077","U.S. District Court","","2008V00157","","201002425","048242010","03/17/2010","180000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","180000.00","Y",
"Social Security Administration","2:06-2143-TLW-RSC","U.S. District Court","","2006V02053","","201002426","048302010","03/18/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Agriculture","06-1283","U.S. District Court","","06-1283","","201002428","048702010","03/22/2010","12500.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","12500.00","Y",
"Social Security Administration","SACV 09-00104 RZ","U.S. District Court","","2009V00398","","201002431","053002010","04/08/2010","0.00","","","0.00","","","368.55","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","368.55","N",
"Social Security Administration","CV-07-4554","U.S. District Court","","CV  -07-4554","CV  -07-4554","201002432","048322010","03/18/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","8:09-CV-1111-T-26EAJ","U.S. District Court","","SA - 2009V03495","","201002435","048892010","03/22/2010","275000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","275000.00","N",
"Social Security Administration","R:09CV40108-FDS","U.S. District Court","","BALDIC/09CV40108FDS","","201002439","048442010","03/17/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Internal Revenue Service/S&E","1:08-CV-787","U.S. District Court","","08-CV-00787","","201002443","056232010","04/07/2010","380.20","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","380.20","Y",
"Department of the Air Force; Department of the Army; General Services Administration","90-11-3-1011","U.S. District Court","","90-11-3-1011; 90-11-3-1011; 90-11-3-1011","","201002444","049322010","03/23/2010","2336.82","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","2336.82","N",
"Department of the Air Force; Department of the Army; General Services Administration","90-11-3-1011","U.S. District Court","","90-11-3-1011; 90-11-3-1011; 90-11-3-1011","","201002445","048922010","03/22/2010","184197.54","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","184197.54","N",
"Indian Health Svc","CV 08-44-GF-SEH","U.S. District Court","","2008V00121","","201002446","054782010","04/13/2010","89000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","89000.00","N",
"Natural Resource C","CV-09-4789 PJH","U.S. District Court","","2009v00736","","201002447","052962010","04/08/2010","8500.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","8500.00","N",
"Department of the Army","90-11-3-1430","U.S. District Court","","90-11-3-1430","","201002448","048792010","03/19/2010","80860.27","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","80860.27","N",
"Department of Veterans Affairs","CIV-C-09-01007-EDL","U.S. District Court","","Not Submitted","","201002451","049482010","03/23/2010","7000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","7000.00","Y",
"Department of Health and Human Services; Indian Health Svc","CIV-08-8154-PCT-FJM","U.S. District Court","","2008zv00047; 2009V00047","","201002455","049162010","03/25/2010","50000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","50000.00","N",
"Social Security Administration","CIV-306-CV-469","U.S. District Court","","207V00037","","201002456","086072010","06/28/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Indian Health Svc","CIV-09-08030-PCT-DGC","U.S. District Court","","2009V00222","","201002468","051762010","03/26/2010","87500.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","87500.00","N",
"Drug Enforcement Adm","CIV-JFM-09-70","U.S. District Court","","Not Submitted","","201002469","059592010","04/19/2010","0.00","","","1463.00","18-USC-983               ","Civil Forfeiture - Legal Services Corp fees","0.00","","","0.00","","","1463.00","N",
"Social Security Administration","CIV-SA-09-CA-114-XR","U.S. District Court","","2009V00499","","201002470","049382010","03/23/2010","0.00","","","0.00","","","360.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","360.00","N",
"Environmental Protection Agency","90-5-2-4-18496/1","U.S. District Court","","90-5-2-4-18496/1","","201002472","049442010","03/23/2010","0.00","","","4588.50","42-USC-7604              ","Clean Air Act - Citizens' Suits (Attny Fees & Costs)","0.00","","","0.00","","","4588.50","N",
"Natl Park Service","09-1057","U.S. District Court","","09-1057","","201002473","061722010","04/28/2010","13000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","13000.00","N",
"Broadcasting Board of Governors","77-2019","U.S. District Court","","77-2019","","201002474","052422010","03/29/2010","0.00","","","104291.51","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","25975.04","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","197.54","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","130464.09","N",
"Office of Personnel Management","2009-3065","U.S. District Court","","154-F09-104","","201002475","053522010","04/05/2010","0.00","","","0.00","","","1501.07","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","1501.07","N",
"Department of Navy","09cv1538","U.S. District Court","","2009V00310","","201002481","058732010","04/15/2010","225000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","225000.00","N",
"Marine Corps","CA 09-57021","U.S. District Court","","2008V01311","","201002488","059572010","04/19/2010","2101891.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","6805.34","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","2108696.34","N",
"Fed Aviation Admin","3:08-3372-CMC","U.S. District Court","","SA - 61-32-2041","","201002490","049202010","03/22/2010","15000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","15000.00","N",
"Homeland Security","CIV-07-481-VAP","U.S. District Court","","07-CV-0481-VAP","","201002494","050942010","03/25/2010","120000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","120000.00","N",
"Social Security Administration","CIV-207-CV-1188-NVW","U.S. District Court","","2007VV00562","","201002495","050282010","03/26/2010","0.00","","","0.00","","","366.14","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","366.14","N",
"Social Security Administration","CV 08-01474","U.S. District Court","","2008V00800","","201002498","051802010","03/26/2010","0.00","","","0.00","","","368.84","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","368.84","N",
"Department of the Treasury","CIV-09-CV-01401-PAB-MEH","U.S. District Court","","2009V00684","","201002499","050882010","03/25/2010","35000.00","5-USC-552a               ","Privacy Act","0.00","","","0.00","","","0.00","","","35000.00","N",
"Department of Navy","2082561","U.S. District Court","","NONE PROVIDED","","201002501","050222010","03/25/2010","1320199.02","46-USC-31101et seq       ","Public Vessels Act","0.00","","","0.00","","","15191.33","46-USC-31101et seq       ","Public Vessels Act","1335390.35","N",
"Department of Labor","CIV-207-CV-01659-RDP","U.S. District Court","","CV-07-01659-RDP/2008V00270","","201002502","049502010","03/25/2010","30000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","30000.00","Y",
"Department of Veterans Affairs","3:09-cv-0401","U.S. District Court","","SA - 2009V00358","","201002513","049582010","03/25/2010","200000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","200000.00","N",
"Fed Bureau of Invest","8:08-CV-1509-T-26EAJ","U.S. District Court","","SA - 8:08-CV-1509-T-26EAJ","","201002520","049782010","03/25/2010","10000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Social Security Administration","CA 08-0384-C","U.S. District Court","","SA - 08-0384-C","","201002524","049842010","03/25/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","C07-2019-RSL","U.S. District Court","","not provided","","201002527","049982010","03/25/2010","0.00","","","0.00","","","20.25","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","20.25","N",
"Social Security Administration","508-CV-196-OC-GRJ","U.S. District Court","","2008V03376","","201002528","050042010","03/25/2010","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Social Security Administration","2:08-CV-1383-CRD","U.S. District Court","","not provided","","201002529","050142010","03/25/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV-09-1457","U.S. District Court","","SA - CV-09-1457","","201002530","050122010","03/25/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3:08CV771-J-TEM","U.S. District Court","","2008V06329","","201002531","050062010","03/25/2010","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Social Security Administration","3:08-CV-5452-RBL","U.S. District Court","","not provided","","201002532","050102010","03/25/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","C08-1003-JPD","U.S. District Court","","Not provided","","201002535","050262010","03/25/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Fed Aviation Admin","1:09-CV-214-DLH","U.S. District Court","","DJ NO 61-32-2041","","201002537","050182010","03/25/2010","24000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","24000.00","N",
"Social Security Administration","2:08-CV-579-CRD","U.S. District Court","","not provided","","201002539","050242010","03/25/2010","0.00","","","0.00","","","400.75","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.75","N",
"Department of Agriculture","971978   981693","U.S. District Court","","NONE PROVIDED","","201002540","050502010","03/25/2010","0.00","","","5750.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","5750.00","N",
"Social Security Administration","C08-572-MAT","U.S. District Court","","not provided","","201002541","050202010","03/25/2010","0.00","","","0.00","","","356.60","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","356.60","N",
"Social Security Administration","1:08-CV-1061-CRD","U.S. District Court","","not provided","","201002543","050342010","03/26/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","08-CV-1043-JLR-JPD","U.S. District Court","","not provided","","201002545","050322010","03/26/2010","0.00","","","0.00","","","355.55","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","355.55","N",
"Social Security Administration","C08-551-CRD","U.S. District Court","","not provided","","201002546","050302010","03/26/2010","0.00","","","0.00","","","16.75","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","16.75","N",
"Social Security Administration","C08-5537","U.S. District Court","","not provided","","201002548","050462010","03/26/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","C08-5250RJB","U.S. District Court","","not provided","","201002549","050422010","03/26/2010","0.00","","","0.00","","","23.55","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","23.55","N",
"Social Security Administration","C08-0839-CRD","U.S. District Court","","2008v00445","","201002550","050442010","03/26/2010","0.00","","","0.00","","","353.10","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","353.10","N",
"Social Security Administration","C08-5337JKA","U.S. District Court","","not provided","","201002551","050622010","03/26/2010","0.00","","","0.00","","","369.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","369.00","N",
"Social Security Administration","C08-5492BHS","U.S. District Court","","not provided","","201002552","050602010","03/26/2010","0.00","","","0.00","","","363.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","363.20","N",
"Social Security Administration","3:08-CV-1388-0","U.S. District Court","","308CV13880","","201002553","050782010","03/26/2010","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Social Security Administration","08-5186BHS","U.S. District Court","","not provided","","201002554","050702010","03/26/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","2:08-CV-762MJP","U.S. District Court","","not provided","","201002555","051382010","03/26/2010","0.00","","","0.00","","","21.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","21.00","N",
"Social Security Administration","C08-0284-RSL","U.S. District Court","","not provided","","201002557","050682010","03/26/2010","0.00","","","0.00","","","84.70","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","84.70","N",
"Department of Housing and Urban Development; Small Business Administration","1:09CV1633","U.S. District Court","","N/A; N/A","","201002558","050762010","03/25/2010","48000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","48000.00","N",
"Bur of Indian Affair","CV-09-08144-PCT-NVM","U.S. District Court","","SA - 2009V00660","","201002559","050742010","03/25/2010","9500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","9500.00","N",
"Social Security Administration","209CV76","U.S. District Court","","2009V00162","","201002560","050822010","03/26/2010","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Marshals Service","06-1775","U.S. District Court","","SA - 2006V00708","","201002565","066142010","05/07/2010","0.00","","","0.00","","","0.00","","","9388.75","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","9388.75","Y",
"Social Security Administration","1:09CV-03070-SLT","U.S. District Court","","CV093070","","201002566","050902010","03/26/2010","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Social Security Administration","CIV-CA-08-0254-CG-C","U.S. District Court","","08-0254-CG-C","","201002567","051242010","03/26/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIV-09-0307-CV-W-GAF-SSA","U.S. District Court","","USAO # 2009V00252","","201002569","051482010","03/26/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV-09-2958","U.S. District Court","","CV092958","","201002572","050962010","03/26/2010","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Social Security Administration","8:08-CV-782-T-TGW","U.S. District Court","","2008V03644","","201002578","051002010","03/26/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Immigration & Custom","08-6217","U.S. District Court","","NONE PROVIDED","","201002582","051182010","03/25/2010","0.00","","","0.00","","","2447.45","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","2447.45","N",
"U.S. Equal Employment Opportunity Comm.","04:08 CV-01470 JCH","U.S. District Court","","002-2010","002-2010","201002583","051262010","03/26/2010","0.00","","","0.00","","","3718.85","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","3718.85","N",
"Social Security Administration","5:08-cv-172-Oc-GRJ","U.S. District Court","","SA - 2008V03463","","201002584","051202010","03/26/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Forest Service","2009V00112","U.S. District Court","","2009V00112","","201002586","051322010","03/26/2010","25000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","25000.00","N",
"Internal Revenue Service/S&E","10030-08S","U.S. District Court","","10030-08S","10030-08S","201002587","051362010","03/26/2010","0.00","","","3475.06","26-USC-7430              ","Tax Cases - Attny Fees&Costs","7.13","26-USC-7430              ","Tax Cases - Attny Fees&Costs","0.00","","","3482.19","N",
"Fish & Wildlife Svc","09-707","U.S. District Court","","NONE PROVIDED","","201002590","051402010","03/26/2010","0.00","","","13124.00","16-USC-1540              ","Endangered Species Act","0.00","","","0.00","","","13124.00","N",
"Fed Aviation Admin","","U.S. District Court","","61-32-2041","","201002592","051602010","03/26/2010","173000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","173000.00","N",
"Internal Revenue Service/S&E","20024-09S","U.S. District Court","","20024-09S","20024-09S","201002593","051782010","03/26/2010","0.00","","","0.00","","","60.00","26-USC-7430              ","Tax Cases - Attny Fees&Costs","0.00","","","60.00","N",
"Internal Revenue Service/S&E","18257-07S","U.S. District Court","","18257-07S","18257-07S","201002595","051442010","03/26/2010","0.00","","","1332.50","26-USC-7430              ","Tax Cases - Attny Fees&Costs","60.00","26-USC-7430              ","Tax Cases - Attny Fees&Costs","0.00","","","1392.50","N",
"Social Security Administration","2:08-CV-481-CRD","U.S. District Court","","not provided","","201002596","056532010","04/08/2010","0.00","","","0.00","","","72.10","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","72.10","N",
"Social Security Administration","C08-5125RJB-KLS","U.S. District Court","","not provided","","201002597","051742010","03/26/2010","0.00","","","0.00","","","49.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","49.50","N",
"Social Security Administration","3:08-cv-5382-RBL","U.S. District Court","","not provided","","201002599","051462010","03/26/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","C08-05572 BHS-KLS","U.S. District Court","","not provided","","201002600","051722010","03/26/2010","0.00","","","0.00","","","4.45","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","4.45","N",
"Social Security Administration","C08-5092BHS","U.S. District Court","","not provided","","201002601","051562010","03/26/2010","0.00","","","0.00","","","364.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","364.50","N",
"Social Security Administration","C08-325-RSL-JPD","U.S. District Court","","not provided","","201002602","051542010","03/26/2010","0.00","","","0.00","","","94.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","94.50","N",
"Social Security Administration","07-CV-0538-A","U.S. District Court","","not provided","","201002603","051662010","03/26/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","3:09-0171","U.S. District Court","","3:09-0171","","201002604","053442010","04/06/2010","825000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","825000.00","N",
"Social Security Administration","","U.S. District Court","","not provided","","201002605","055492010","04/07/2010","0.00","","","0.00","","","357.20","42-USC-405               ","Social Security Appeals","0.00","","","357.20","N",
"Social Security Administration","5:09-CV-0068-BG-USDC ND","U.S. District Court","","not provided","","201002606","051642010","03/26/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Coast Guard","C 07-2301 SI & C 07-3600 SI","U.S. District Court","","C 07-2301 SI & C 07-3600 SI","","201002607","052262010","03/29/2010","2170000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","2170000.00","N",
