Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Customs and Border Protection","L07CV45","U.S. District Court","","NOT PROVIDED","","200900975","010022009","12/12/2008","133500.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","133500.00","N",
"Social Security Administration","CV073069CI","U.S. District Court","","NOT PROVIDED","","200900980","009962009","12/11/2008","0.00","","","0.00","","","103.20","42-USC-405               ","Social Security Appeals","0.00","","","103.20","N",
"Social Security Administration","CIV-SAC-07-1443-FMO","U.S. District Court","","CIV-SACV-07-1443-FMO","","200900988","010122009","12/11/2008","0.00","","","0.00","","","367.48","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","367.48","N",
"Department of the Army","06-04834(AET)","U.S. District Court","","n/a","","200900989","010322009","12/12/2008","425000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","425000.00","N",
"Social Security Administration","3;06-835-J-TEM","U.S. District Court","","N/A","","200900990","010132009","12/11/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","8:07-CV-1214-T-TBM","U.S. District Court","","N/A","","200900991","010142009","12/11/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3;07-CV-612-J-HTS","U.S. District Court","","N/A","","200900992","010152009","12/11/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3:07-CV-383-HTS","U.S. District Court","","N/A","","200900993","010192009","12/12/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","1:07CV-194-J","U.S. District Court","","N/A","","200900994","010162009","12/11/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Commerce","90-11-3-501","U.S. District Court","","90-11-3-501","","200900995","012122009","12/19/2008","2141938.40","42-USC-9620              ","CERCLA - Superfund","0.00","","","0.00","","","0.00","","","2141938.40","N",
"Department of Veterans Affairs","4:07-CV-00690 BSM","U.S. District Court","","N/A","","200900997","010202009","12/12/2008","855000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","855000.00","N",
"Drug Enforcement Adm","3:08-CV-132","U.S. District Court","","SA - 2008CV132","","200901006","010352009","12/12/2008","75000.00","28-USC-2677 Fls-Arrest   ","Federal Tort Claims Act/Settlement/Fls-Arrest","0.00","","","0.00","","","0.00","","","75000.00","N",
"Social Security Administration","CIV-407-CV-02714","U.S. District Court","","CIV-407-CV-02714","","200901007","010662009","12/12/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Marshals Service","0410593EFH","U.S. District Court","","NOT PROVIDED","","200901012","010512009","12/12/2008","150000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","1853.77","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","151853.77","Y",
"Bureau of Prisons","CIV-406-CV-304-A","U.S. District Court","","CIV-406-CV-304-A","","200901014","010522009","12/12/2008","14000.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","14000.00","N",
"Social Security Administration","CIV-07-1041-W","U.S. District Court","","Not Provided","","200901015","010562009","12/12/2008","0.00","","","0.00","","","366.48","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","366.48","N",
"Customs and Border Protection","EP08-CV-0231","U.S. District Court","","NONE PROVIDED","","200901020","011272009","12/17/2008","12500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","12500.00","N",
"Independent Agencies inc. Nat'l Park Service","08-0483","U.S. District Court","","08-0483","","200901023","029652009","01/05/2009","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Department of the Air Force","5:07CV298-RS","U.S. District Court","","N/A","","200901026","010602009","12/12/2008","80000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","80000.00","Y",
"Bureau of Prisons","07 CIV 8091 (SCR)","U.S. District Court","","N/A","","200901027","033852008","01/26/2009","50000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","50000.00","Y",
"Social Security Administration","H-06-2137","U.S. District Court","","NONE PROVIDED","","200901031","011312009","12/17/2008","0.00","","","0.00","","","372.40","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","372.40","N",
"Social Security Administration","07-00172","U.S. District Court","","NONE PROVIDED","","200901033","011282009","12/17/2008","0.00","","","0.00","","","366.14","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","366.14","N",
"Social Security Administration","07-CV-6532","U.S. District Court","","NONE PROVIDED","","200901036","048992009","04/17/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIV-M-02-043","U.S. District Court","","CIV-M-02-043","","200901038","011092009","12/15/2008","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Social Security Administration","Case Number 1:06cv690","U.S. District Court","","Not Provided","","200901039","010732009","12/12/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIV-M-01-313","U.S. District Court","","CIV-M-01-313","","200901040","010722009","12/12/2008","0.00","","","0.00","","","150.00","42-USC-405               ","Social Security Appeals","0.00","","","150.00","N",
"Department of Justice; Department of the Interior","Civil No. 07-2619 DWF/RLE","U.S. District Court","","2007V00449; Not Provided","2007V00449","200901042","030872008","01/08/2009","10000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of the Air Force","Civil No. 4:08CV212","U.S. District Court","","Not Provided","","200901043","010792009","12/12/2008","8500.00","5-USC-552a               ","Privacy Act","0.00","","","0.00","","","0.00","","","8500.00","N",
"Social Security Administration","Case Number Civ-07-726-M","U.S. District Court","","Not Provided","","200901046","010872009","12/15/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Agriculture","08-1522(JP)","U.S. District Court","","N/A","","200901047","011162009","12/17/2008","175000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","175000.00","N",
"Social Security Administration","05-0864","U.S. District Court","","NONE PROVIDED","","200901055","011262009","12/17/2008","0.00","","","0.00","","","264.18","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","264.18","N",
"Social Security Administration","08-0427","U.S. District Court","","NONE PROVIED","","200901057","011252009","12/17/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","05-2851","U.S. District Court","","NONE PROVIDED","","200901058","011192009","12/17/2008","0.00","","","0.00","","","705.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","705.00","N",
"Social Security Administration","CIV-607-CV-00384-SPS","U.S. District Court","","CIV-07-384-SPS","","200901059","030852008","01/08/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","07-2088","U.S. District Court","","NOT PROVIDED","","200901061","010982009","12/15/2008","0.00","","","0.00","","","366.14","42-USC-405               ","Social Security Appeals","0.00","","","366.14","N",
"Homeland Security","06-3238 AG","U.S. District Court","","NOT PROVIDED","","200901062","011022009","12/15/2008","0.00","","","0.00","","","450.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","450.00","N",
"Department of Agriculture","07-00691 RLP/RHS","U.S. District Court","","SA - 2007V00402","","200901063","011052009","12/15/2008","20000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","20000.00","Y",
"Fed Aviation Admin","CIV07745","U.S. District Court","","NOT PROVIDED","","200901064","011032009","12/15/2008","7500.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","7500.00","Y",
"Department of Agriculture","05-cv-01904-MSK-BNB","U.S. District Court","","SA - 2005V00733","","200901065","011042009","12/15/2008","7000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","40955.33","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","1214.27","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","844.10","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","50013.70","Y",
"Department of the Air Force","3:05cv416/RV/EMT","U.S. District Court","","N/A","","200901066","011542009","12/17/2008","17500.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","17500.00","Y",
"Social Security Administration","07-2769","U.S. District Court","","NONE PROVIDED","","200901071","011232009","12/17/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIV-H-07-0984","U.S. District Court","","CIV-H-07-0984","","200901073","011762009","12/19/2008","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","350.00","N",
"Social Security Administration","CIV-307-CV-00113","U.S. District Court","","CIV-307-CV-00113","","200901077","011102009","12/15/2008","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","350.00","N",
"Fed Aviation Admin","07-CV-1486-WDM-MJW","U.S. District Court","","N/A","","200901078","011572009","12/17/2008","355000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","355000.00","N",
"Bur of Indian Affair; Department of the Interior","CIV-07-8007-PCT-EHC","U.S. District Court","","CIV-07-8007-PCT-EHC; CIV-07-8007-PCT-EHC","","200901080","011742009","12/18/2008","350000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","350000.00","N",
"Environmental Protection Agency","90-5-2-4-18229","U.S. District Court","","90-5-2-4-18229","","200901083","029642009","01/05/2009","0.00","","","33815.00","42-USC-7604              ","Clean Air Act - Citizens' Suits (Attny Fees & Costs)","0.00","","","0.00","","","33815.00","N",
"Environmental Protection Agency","90-5-2-4-18229","U.S. District Court","","90-5-2-4-18229","","200901084","029632009","12/31/2008","0.00","","","10751.00","42-USC-7604              ","Clean Air Act - Citizens' Suits (Attny Fees & Costs)","0.00","","","0.00","","","10751.00","N",
"Social Security Administration","507CV00894","U.S. District Court","","Intentionally Blank","","200901088","011242009","12/17/2008","0.00","","","0.00","","","366.14","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","366.14","N",
"Social Security Administration","07-1218","U.S. District Court","","Intentionally Blank","","200901090","011202009","12/17/2008","0.00","","","0.00","","","366.31","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","366.31","N",
"Department of the Army","90-11-3-29","U.S. District Court","","90-11-3-29","","200901092","031742008","02/24/2009","529783.29","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","2770.72","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","532554.01","N",
"Environmental Protection Agency","90-5-1-7-17885","U.S. District Court","","90-5-1-7-17885","","200901093","029622009","01/05/2009","0.00","","","0.00","","","628.70","33-USC-1369              ","Clean Water Act - Judicial Review (Attny Fees&Costs)","0.00","","","628.70","N",
"Fed Aviation Admin","506CV316","U.S. District Court","","NONE PROVIDED","","200901094","011692009","12/18/2008","39976200.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","39976200.00","N",
"Department of Navy","No 1:08-cv-1497-AWI-SMS","U.S. District Court","","Not Provided","","200901096","029292009","12/29/2008","250.00","31-USC-1304(b)-FTCA      ","Interest - Unsuccessful Appeal - FTCA","0.00","","","0.00","","","0.00","","","250.00","N",
"Social Security Administration","408CV00095","U.S. District Court","","NONE PROVIDED","","200901097","011462009","12/18/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Agriculture","971978 981693","U.S. District Court","","NONE PROVIDED","","200901099","034392008","02/02/2009","28101.93","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","0.00","","","28101.93","N",
"Social Security Administration","107CV03843","U.S. District Court","","NONE PROVIDED","","200901100","011422009","12/18/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Forest Service","Civil No 06-0318-S-EJL","U.S. District Court","","Not Provided","","200901101","011402009","12/17/2008","395000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","395000.00","N",
"Social Security Administration","307cv346","U.S. District Court","","NONE PROVIDED","","200901102","011672009","12/18/2008","0.00","","","0.00","","","24.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","24.00","N",
"U.S. Equal Employment Opportunity Comm.","","U.S. District Court","","Not Provided","Not Provided","200901103","011452009","12/18/2008","0.00","","","0.00","","","5420.05","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","5420.05","N",
"Fed Aviation Admin","107-CA-616-SS","U.S. District Court","","NONE PROVIDED","","200901106","011522009","12/19/2008","1175000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","1175000.00","N",
"Social Security Administration","Civil Action No H-03-4408","U.S. District Court","","Not Provided","","200901108","011482009","12/18/2008","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","07-CV-6591CJS","U.S. District Court","","SA - 07-CV-6591CJS","","200901110","011562009","12/18/2008","0.00","","","0.00","","","36.41","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","36.41","N",
"Social Security Administration","No. 07-5096-CV-SW-JCE-SSA","U.S. District Court","","Not Provided","","200901114","011582009","12/18/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","Case No. 07-06084-CV-SJ-NKL-SSA","U.S. District Court","","Not Provided","","200901115","011552009","12/18/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"DHS - Immigration  & Customs Enforcement (ICE)","07-70606","U.S. District Court","","N/A","","200901116","011532009","12/18/2008","0.00","","","0.00","","","450.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","450.00","N",
"Forest Service","","U.S. District Court","","N/A","","200901119","011642009","12/17/2008","32500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","32500.00","N",
"Social Security Administration","07CV01048","U.S. District Court","","NONE PROVIDED","","200901122","011712009","12/19/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","407CV00440","U.S. District Court","","NONE PROVIDED","","200901125","011862009","12/19/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Customs and Border Protection","L07-08","U.S. District Court","","NONE PROVIDED","","200901126","034102008","01/23/2009","50000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","50000.00","N",
"Social Security Administration","07-819","U.S. District Court","","NONE PROVIDED","","200901128","011822009","12/19/2008","0.00","","","0.00","","","367.48","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","367.48","N",
"Indian Health Svc","3:06-CV-256-RRB","U.S. District Court","","N/A","","200901130","011772009","12/18/2008","650000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","650000.00","N",
"Department of Veterans Affairs","1:08-CV-398-LJM-DML","U.S. District Court","","N/A","","200901133","011882009","12/19/2008","250000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","250000.00","N",
"Food & Drug Adm","CIV-07-4016","U.S. District Court","","CIV-07-4016","","200901136","011982009","12/22/2008","17885.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","17885.00","N",
"Food & Drug Adm","CIV-07-4016","U.S. District Court","","CIV-07-4016","","200901136","011992009","12/22/2008","0.00","","","0.00","","","4115.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","4115.00","N",
"Fed Bureau of Invest","CIV-108-CV-00126-REB-BNB","U.S. District Court","","CIV-08-CV-00126-REB-BNB","","200901137","011832009","12/19/2008","30000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","30000.00","N",
"Social Security Administration","051838","U.S. District Court","","NONE PROVIDED","","200901138","011962009","12/22/2008","0.00","","","0.00","","","705.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","705.00","N",
"Drug Enforcement Adm","CIV-08-22598-CIV-Jordan","U.S. District Court","","CIV-08-22598-CIV-Jordan","","200901140","011952009","12/22/2008","0.00","","","0.00","","","350.00","5-USC-552a               ","Privacy Act","0.00","","","350.00","N",
"Department of Justice","Case No. 1:06-cv-838","U.S. District Court","","1:06cv00838","1:06cv00838","200901142","011872009","12/19/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Fish & Wildlife Svc","3:06CV02560-L (LSP)","U.S. District Court","","N/A","","200901143","011892009","12/19/2008","0.00","","","25000.00","16-USC-1540              ","Endangered Species Act","0.00","","","0.00","","","25000.00","N",
"Social Security Administration","Civil Action No 6:07cv461","U.S. District Court","","Not Provided","","200901144","011842009","12/19/2008","0.00","","","0.00","","","24.40","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","24.40","N",
"Department of Navy","5:07cv145-Rh","U.S. District Court","","Not Provided","","200901148","011902009","12/22/2008","98000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","98000.00","Y",
"DHS - TSA  Trans. SEC. Admin.","06CV30127-MAP","U.S. District Court","","N/A","","200901149","011932009","12/22/2008","60000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","60000.00","N",
"Fish & Wildlife Svc","NOS. 06-35011 & 06-35019","U.S. District Court","","N/A","","200901151","011922009","12/22/2008","0.00","","","0.00","","","608.80","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","608.80","N",
"Social Security Administration","CIV-207-CV-03271-JCJ","U.S. District Court","","CIV-207-CV-03271-JCJ","","200901153","011972009","12/22/2008","0.00","","","0.00","","","30.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","30.00","N",
"Social Security Administration","","U.S. District Court","","NONE PROVIDED","","200901156","012212009","12/22/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","06-0318","U.S. District Court","","NONE PROVIDED","","200901157","012202009","12/19/2008","75000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","75000.00","N",
"Social Security Administration","4:07-CV-257-Y","U.S. District Court","","Intentionally Blank","","200901160","012032009","12/22/2008","0.00","","","0.00","","","378.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","378.20","N",
"Social Security Administration","60700022","U.S. District Court","","Intentionally Blank","","200901163","012232009","12/22/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","1:06-cv-104","U.S. District Court","","2006v00293","","200901164","012022009","12/22/2008","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","CIV-08-1686-AB","U.S. District Court","","CIV-08-1686-AB","","200901171","029892009","01/05/2009","0.00","","","0.00","","","10.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","10.00","N",
"Department of the Army","EP-08-CA-0039-FM","U.S. District Court","","SA - 2007V00241","","200901174","012102009","12/19/2008","8500.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","8500.00","N",
"Fed Aviation Admin","EDCV 07-01313-SGL(OPx)","U.S. District Court","","N/A","","200901178","012172009","12/19/2008","13000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","13000.00","N",
"Drug Enforcement Adm","CV 08-1693-SRB","U.S. District Court","","N/A","","200901183","012132009","12/19/2008","13000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","13000.00","N",
"Fish & Wildlife Svc","3061493","U.S. District Court","","NONE PROVIDED","","200901185","012412009","12/19/2008","0.00","","","122014.79","16-USC-1540              ","Endangered Species Act","0.00","","","0.00","","","122014.79","N",
"Social Security Administration","SACV 07-0116 JSL (OP)","U.S. District Court","","N/A","","200901188","012262009","12/22/2008","0.00","","","0.00","","","380.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","380.50","N",
"Forest Service","1:06-CV-00372-LJO-SMS","U.S. District Court","","N/A","","200901190","012372009","12/22/2008","5000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","5000.00","N",
"Social Security Administration","CIV-08-1037-MLB","U.S. District Court","","CIV-08-1037-MLB","","200901195","012302009","12/22/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"US Army Corps of Engineers","CIV-07-008-SGL","U.S. District Court","","CIV-07-0008-SGL","","200901196","031692008","01/12/2009","25000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","25000.00","N",
"Department of the Army","NA","U.S. District Court","","06-3089","","200901199","029222009","12/29/2008","162771.08","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","162771.08","Y",
"Department of the Army","NA","U.S. District Court","","06-3089","","200901199","029232009","12/29/2008","137228.92","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","137228.92","Y",
"Department of the Air Force","CIV 07-00380 WJ/DJS","U.S. District Court","","SA - 2007V00387","","200901201","012542009","12/23/2008","30000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","30000.00","Y",
"Social Security Administration","9071166","U.S. District Court","","NONEPROVIDED","","200901204","012452009","12/24/2008","0.00","","","0.00","","","14.64","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","14.64","N",
"Social Security Administration","","U.S. District Court","","NA","","200901205","029212009","12/29/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Environmental Protection Agency","07-0657","U.S. District Court","","07-0657","","200901208","029352009","12/29/2008","100000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","100000.00","Y",
"Social Security Administration","407CV427","U.S. District Court","","NONE PROVIDED","","200901216","012472009","12/24/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Forest Service","1:06-CV-00372-LJO-SMS","U.S. District Court","","N/A","","200901218","029122009","12/29/2008","150000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","150000.00","N",
"Social Security Administration","CIV-07-CV-690-FHM","U.S. District Court","","CIV-07-CV-690-FHM","","200901220","029902009","01/05/2009","0.00","","","0.00","","","16.14","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","16.14","N",
"Fed Aviation Admin","CV007-06369 SBA","U.S. District Court","","N/A","","200901223","012462009","12/23/2008","770000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","770000.00","N",
"Social Security Administration","407CV865","U.S. District Court","","NONE PROVIDED","","200901225","012522009","12/24/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"General Services Administration","","U.S. District Court","","GS-02P-04-DTC-0032","","200901228","032262008","01/14/2009","17000000.00","41-USC-601et seq         ","Contract Disputes Act","0.00","","","0.00","","","49989.75","41-USC-601et seq         ","Contract Disputes Act","17049989.75","Y",
"Bureau of Prisons; Coast Guard; Department of Agriculture; Department of Energy; Department of Navy; Department of the Air Force; Department of the Army; Department of the Interior; Department of Veterans Affairs; General Services Administration","90-11-6-16366","U.S. District Court","","90-11-6-16366; 90-11-6-16366; 90-11-6-16366; 90-11-6-16366; 90-11-6-16366; 90-11-6-16366; 90-11-6-16366; 90-11-6-16366; 90-11-6-16366; 90-11-6-16366","","200901235","031522008","01/09/2009","1429204.00","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","1429204.00","N",
"Bureau of Prisons","5:07cv264-RS","U.S. District Court","","SA - 2008V00001","","200901236","029072009","12/24/2008","40000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","40000.00","N",
"Department of the Interior; Forest Service","90-11-3-714","U.S. District Court","","90-11-3-714; 90-11-3-714","","200901240","029402009","12/29/2008","51079.09","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","51079.09","N",
"Environmental Protection Agency","90-5-2-3-17358","U.S. District Court","","90-5-2-3-17358","","200901241","029392009","12/29/2008","0.00","","","240000.00","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","0.00","","","240000.00","N",
"Social Security Administration","08-cv-185-bbc","U.S. District Court","","SA - 2008V00290","","200901247","032032008","01/13/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Navy","07-CV-0410W (CAB) & 07CV0410-W (LSP)","U.S. District Court","","N/A","","200901255","031492008","01/12/2009","59281.52","46-USC-31101et seq       ","Public Vessels Act","0.00","","","0.00","","","338.07","46-USC-31101et seq       ","Public Vessels Act","59619.59","N",
