Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Department of Veterans Affairs","1:11-CV-0175-JRH-WLB","U.S. District Court","Georgia - Southern","CV111-175","","201302478","024282013","03/27/2013","1700000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","1700000.00","N",
"Bureau of Prisons","1:12-CV-2142","U.S. District Court","Pennsylvania - Middle","2012V00748","","201302481","024272013","03/28/2013","1500.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Department of Veterans Affairs","11-00308","U.S. District Court","Hawaii","2011V00081","","201302488","027152013","05/09/2013","175000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","175000.00","N",
"Department of Commerce; Department of Education; Department of Energy; Department of Health and Human Services; Department of Housing and Urban Development; Department of Justice; Department of Labor; Department of State; Department of the Interior; Department of the Treasury; Department of Transportation; Department of Veterans Affairs; Homeland Security; Office of the Secretary of Defense - Agencies; OMB","12-0099","U.S. District Court","District of Columbia","12-0099; 12-0099; 12-0099; 12-0099; 12-0099; 12-0099; 12-0099; 12-0099; 12-0099; 12-0099; 12-0099; 12-0099; 12-0099; 12-0099; 12-0099","12-0099","201302489","025842013","04/09/2013","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","350.00","N",
"Drug Enforcement Adm","2:09-CV-05672","U.S. District Court","California  - Central","R1-08-0434","","201302496","026122013","04/05/2013","0.00","","","49015.00","28-USC-2465              ","Return Of Property - Attny Fees&Costs","1686.59","28-USC-2465              ","Return Of Property - Attny Fees&Costs","0.00","","","50701.59","N",
"Department of Commerce; Department of Navy","94-CIV-2741","U.S. District Court","New York - Southern","1999V02020; 1999V02020","","201302499","025292013","04/05/2013","209600.34","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","209600.34","N",
"Social Security Administration","2:11-CV-6250-SU","U.S. District Court","Oregon","6:11-CV-06250-SU","","201302501","024462013","04/19/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","5:11-CV-0810","U.S. District Court","New York - Northern","2011V00656","","201302509","024402013","03/28/2013","350000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","350000.00","N",
"Department of the Army","1233","U.S. District Court","North Dakota","2011V00333","","201302510","027622013","04/25/2013","250000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","250000.00","N",
"DHS - TSA  Trans. SEC. Admin.","3:11CV-353-M","U.S. District Court","Kentucky - Western","3:11CV-353-M","","201302512","027992013","04/17/2013","125000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","125000.00","Y",
"Social Security Administration","3:11-CV-2332-BN","U.S. District Court","Texas - Northern","3:11-CV-02332-BN","","201302514","024442013","04/19/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Agriculture","12-1133","U.S. District Court","Pennsylvania - Western","2012V00557","","201302521","027802013","04/19/2013","275000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","275000.00","N",
"Department of Veterans Affairs","CIV-12-877","U.S. District Court","Arizona","2012V00407","","201302525","027822013","04/17/2013","1000000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","1000000.00","N",
"Social Security Administration","1:11cv758","U.S. District Court","Ohio - Southern","1:11cv00758","","201302526","025272013","04/11/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Fed Aviation Admin","3:11-CV-01196-JM-MDD","U.S. District Court","California  - Southern","NONE PROVIDED","","201302527","023842013","03/22/2013","1665.65","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","1665.65","N",
"Fed Aviation Admin","3:11-CV-01196-JM-MDD","U.S. District Court","California  - Southern","NONE PROVIDED","","201302527","023852013","03/22/2013","273334.35","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","273334.35","N",
"Fed Aviation Admin","3:11-CV-01196-JM-MDD","U.S. District Court","California  - Southern","NONE PROVIDED","","201302527","023862013","03/22/2013","85000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","85000.00","N",
"Department of Justice","CR 03-370","U.S. District Court","Minnesota","2012V00802","2012V00802","201302544","025522013","04/12/2013","2500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2500.00","N",
"Customs and Border Protection","CV 10-327-TUC-FRZ","U.S. District Court","Arizona","2010B00403","","201302554","025422013","04/05/2013","25000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","25000.00","N",
"Department of Veterans Affairs","2:10-CV-02480","U.S. District Court","Alabama - Southern","2010V00758","","201302555","028252013","04/23/2013","7500.00","29-USC-216 US Dict Ct    ","FLSA Penalties - Attny Fees&Costs US Dict Court","0.00","","","0.00","","","0.00","","","7500.00","N",
"Fed Aviation Admin","10-CV-03050-REB-BNB","U.S. District Court","Colorado","157-0-286","","201302557","038942013","06/07/2013","30000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","30000.00","N",
"Fed Aviation Admin","10-CV-03050-REB-BNB","U.S. District Court","Colorado","157-0-286","","201302557","038952013","06/14/2013","20000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","20000.00","N",
"Fed Aviation Admin","10-CV-03050-REB-BNB","U.S. District Court","Colorado","157-0-286","","201302557","038962013","06/07/2013","20000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","20000.00","N",
"Fed Aviation Admin","10-CV-03050-REB-BNB","U.S. District Court","Colorado","157-0-286","","201302557","038972013","06/07/2013","20000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","20000.00","N",
"Fed Aviation Admin","10-CV-03050-REB-BNB","U.S. District Court","Colorado","157-0-286","","201302557","038982013","06/07/2013","20000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","20000.00","N",
"Fed Aviation Admin","10-CV-03050-REB-BNB","U.S. District Court","Colorado","157-0-286","","201302557","038992013","06/07/2013","25000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","25000.00","N",
"Fed Aviation Admin","10-CV-03050-REB-BNB","U.S. District Court","Colorado","157-0-286","","201302557","039002013","06/07/2013","60000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","60000.00","N",
"Fed Aviation Admin","10-CV-03050-REB-BNB","U.S. District Court","Colorado","157-0-286","","201302557","039012013","06/07/2013","45000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","45000.00","N",
"Fed Aviation Admin","10-CV-03050-REB-BNB","U.S. District Court","Colorado","157-0-286","","201302557","039022013","06/07/2013","20000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","20000.00","N",
"Fed Aviation Admin","10-CV-03050-REB-BNB","U.S. District Court","Colorado","157-0-286","","201302557","039032013","06/07/2013","25000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","25000.00","N",
"Fed Aviation Admin","10-CV-03050-REB-BNB","U.S. District Court","Colorado","157-0-286","","201302557","039042013","06/19/2013","70000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","70000.00","N",
"Fed Aviation Admin","10-CV-03050-REB-BNB","U.S. District Court","Colorado","157-0-286","","201302557","039052013","06/07/2013","25000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","25000.00","N",
"Fed Aviation Admin","10-CV-03050-REB-BNB","U.S. District Court","Colorado","157-0-286","","201302557","039062013","06/07/2013","38000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","38000.00","N",
"Fed Aviation Admin","10-CV-03050-REB-BNB","U.S. District Court","Colorado","157-0-286","","201302557","039072013","06/14/2013","38000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","38000.00","N",
"Fed Aviation Admin","10-CV-03050-REB-BNB","U.S. District Court","Colorado","157-0-286","","201302557","039082013","06/07/2013","40000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","40000.00","N",
"Social Security Administration","1:08cv-389","U.S. District Court","Ohio - Southern","1:08cv00389","","201302565","025072013","04/11/2013","0.00","","","0.00","","","805.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","805.00","N",
"Social Security Administration","3:10-CV-01421-PK","U.S. District Court","Oregon","3:10-CV-01421-PK","","201302571","026962013","04/16/2013","0.00","","","0.00","","","7.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","7.20","N",
"Secret Service at Homeland Security","12-0588","U.S. District Court","District of Columbia","12-0588","","201302572","025102013","04/03/2013","8250.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","8250.00","N",
"Social Security Administration","3:12-CV-00037","U.S. District Court","Connecticut","3:12CV37-HBF","","201302573","031692013","05/08/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIV-11-236","U.S. District Court","Oklahoma - Eastern","CIV-11-236-FHS-SPS","","201302574","025742013","04/12/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","10-6757","U.S. District Court","Pennsylvania - Eastern","10-6757","10-6757","201302580","027502013","04/24/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","11-456","U.S. District Court","New York - Northern","611-CV-458","","201302583","034352013","05/17/2013","0.00","","","0.00","","","14.64","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","14.64","N",
"Social Security Administration","1:11-CV-1012","U.S. District Court","Georgia - Northern","2011V00721","","201302585","025632013","04/12/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","1:11-CV-04078","U.S. District Court","Georgia - Northern","2011V01051","","201302589","025622013","04/12/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Fed Aviation Admin","3:11CV628","U.S. District Court","North Carolina - Western","2011v00464","","201302591","026892013","04/16/2013","115000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","115000.00","N",
"Social Security Administration","5:12-CV-00168","U.S. District Court","Oklahoma - Western","INTENTIONALLY BLANK","","201302592","025892013","04/16/2013","0.00","","","0.00","","","370.60","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","370.60","N",
"Indian Health Svc","12-476","U.S. District Court","Oklahoma - Eastern","12-476","","201302595","025832013","04/09/2013","150000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","150000.00","N",
"Social Security Administration","3:11-cv-665-J-JRK","U.S. District Court","Florida - Middle","3:11-cv-665-J-JRK","","201302596","025972013","04/16/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","12-CV-2029-EJM","U.S. District Court","Iowa - Northern","2012V00130","","201302601","025872013","04/16/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Office of the Secretary of Defense - Agencies","1:12-CV-0111-RLY-DKL","U.S. District Court","Indiana - Southern","2007V00276","","201302607","024952013","04/05/2013","15000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","15000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","30000.00","Y",
"Social Security Administration","12-CV-744-AP","U.S. District Court","Colorado","2012V00308","","201302608","025882013","04/16/2013","0.00","","","0.00","","","368.75","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","368.75","N",
"Drug Enforcement Adm","12-0437","U.S. District Court","Idaho","2012V00197","","201302610","026872013","04/16/2013","12000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","12000.00","N",
"Environmental Protection Agency","12-296","U.S. District Court","Illinois - Southern","NONE PROVIDED","","201302617","025372013","04/05/2013","1790.00","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","1790.00","N",
"Social Security Administration","3:11-CV-00973","U.S. District Court","Oregon","3:11-cv-00973","","201302618","026032013","04/16/2013","0.00","","","0.00","","","17.37","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","17.37","N",
"Department of Navy","2:12-CV-544-PMD-BM","U.S. District Court","South Carolina","2012V00679","","201302619","028182013","04/17/2013","37500.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","37500.00","Y",
"Coast Guard","2:11-2747","U.S. District Court","South Carolina","61-67-230","","201302623","040392013","06/19/2013","45000.00","46-USC-30901et seq       ","Suits In Admiralty Act","0.00","","","0.00","","","0.00","","","45000.00","N",
"Coast Guard","2:11-2747","U.S. District Court","South Carolina","61-67-230","","201302623","040402013","06/19/2013","150000.00","46-USC-30901et seq       ","Suits In Admiralty Act","0.00","","","0.00","","","0.00","","","150000.00","N",
"Coast Guard","2:11-2747","U.S. District Court","South Carolina","61-67-230","","201302623","040412013","06/19/2013","14000.00","46-USC-30901et seq       ","Suits In Admiralty Act","0.00","","","0.00","","","0.00","","","14000.00","N",
"Social Security Administration","5:12-CV-00726","U.S. District Court","Oklahoma - Western","INTENTIONALLY BLANK","","201302626","026052013","04/16/2013","0.00","","","0.00","","","370.80","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","370.80","N",
"Social Security Administration","CV-12-4580","U.S. District Court","New York - Eastern","CV-12-4580","","201302628","025982013","04/16/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","11-00586-CV-W-BCW","U.S. District Court","Missouri - Western","2011V00579","","201302634","025662013","04/09/2013","5000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","5000.00","Y",
"Bureau of Prisons","3:12-CV-455","U.S. District Court","Pennsylvania - Middle","2012V00250","","201302635","026072013","04/16/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Social Security Administration","6:11-CV-06403-TC","U.S. District Court","Oregon","6:11-CV-06403-TC","","201302637","026062013","04/16/2013","0.00","","","0.00","","","450.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","450.00","N",
"Department of the Army","3:12-CV-00110","U.S. District Court","Tennessee - Middle","2012V00059","","201302642","026172013","04/05/2013","255000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","255000.00","N",
"Social Security Administration","4:12cv1086","U.S. District Court","Michigan - Eastern","2012V00392","","201302644","028202013","04/23/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","11-15413","U.S. District Court","Michigan - Eastern","2012V000274","","201302651","026232013","04/05/2013","310000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","310000.00","N",
"Animal & Plant Hlth","C11-01413-RSL","U.S. District Court","Washington - Western","C11-01413-RSL","","201302654","026192013","04/05/2013","12500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","12500.00","N",
"Customs and Border Protection","EP-12-CV-0044-PRM","U.S. District Court","Texas - Western","2012V00379","","201302656","027022013","04/16/2013","10000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","10000.00","Y",
"Department of the Army","83-C-2386","U.S. District Court","Colorado","90-11-3-29","","201302657","027522013","04/25/2013","267255.48","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","267255.48","N",
"Department of the Army","C11-5923 BHS","U.S. District Court","Washington - Western","2011V01221","","201302658","026202013","04/05/2013","60000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","60000.00","N",
"Office of the Secretary of Defense - Agencies","3:12--CV-210","U.S. District Court","Texas - Southern","90-11-6-17120","","201302659","043672013","07/18/2013","34999.75","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","56.84","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","35056.59","N",
"Customs and Border Protection","EP-11-CV-0464-KC","U.S. District Court","Texas - Western","2011V01668","","201302662","027602013","04/26/2013","165000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","165000.00","N",
"Customs and Border Protection","EP-11-CV-0464","U.S. District Court","Texas - Western","2011V01668","","201302663","027612013","04/25/2013","75000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","75000.00","N",
"Department of Veterans Affairs","11cv2307DMS","U.S. District Court","California  - Southern","2011v00539","","201302664","029692013","04/26/2013","10000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","10000.00","Y",
"Social Security Administration","11-C-639","U.S. District Court","Wisconsin - Eastern","N/A","","201302670","028892013","04/23/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of the Army","05-1427","U.S. District Court","District of Columbia","05-1427","","201302675","028322013","04/10/2013","100000.00","5-USC-552a               ","Privacy Act","0.00","","","0.00","","","0.00","","","100000.00","N",
"Department of the Air Force; National Aeronautics and Space Administration; Office of the Secretary of Defense - Agencies","2:90-CV-06558","U.S. District Court","Pennsylvania - Eastern","N/A; N/A; N/A","","201302676","026522013","04/19/2013","808899.29","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","1106.31","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","810005.60","N",
"Bur of Indian Affair","11-GF-SEH-RKS","U.S. District Court","Montana","2011V00191","","201302680","026712013","04/16/2013","35000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","35000.00","N",
"Department of Veterans Affairs","12-1136","U.S. District Court","Pennsylvania - Western","2012V00572","","201302685","026482013","04/16/2013","9500.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","9500.00","Y",
"Animal & Plant Hlth","12-00547","U.S. District Court","Hawaii","2013V00010","","201302688","026432013","04/16/2013","13758.75","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","13758.75","N",
"Department of the Interior; Department of the Treasury","06-CV-01897","U.S. District Court","District of Columbia","90-2-4-12019; 90-2-4-12019","","201302689","028382013","04/25/2013","38500000.00","28-USC-1505 Other        ","Indian Tribe Other-cite basis for money award in comments","0.00","","","0.00","","","0.00","","","38500000.00","N",
"Social Security Administration","CV 12-01678 MRW","U.S. District Court","California  - Central","2012V00569","","201302690","032632013","05/08/2013","0.00","","","0.00","","","410.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","410.00","N",
"Bureau of Prisons","3:12-CV-0743","U.S. District Court","Pennsylvania - Middle","2012V00272","","201302691","026422013","04/16/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Social Security Administration","CV 12-03073 FFM","U.S. District Court","California  - Central","2012V01217","","201302693","032622013","05/08/2013","0.00","","","0.00","","","60.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","60.00","N",
"Fed Aviation Admin","1:10-cv-3050","U.S. District Court","Colorado","10-cv-03050","","201302694","028812013","04/10/2013","1000000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","1000000.00","N",
"Social Security Administration","3:10-CV-01525","U.S. District Court","Oregon","3:10-CV-01525","","201302696","026912013","04/16/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Natl Guard Bureau; US Army Corps of Engineers","106CV01559","U.S. District Court","California  - Easterm","NONE PROVIDED; NONE PROVIDED","","201302699","026592013","04/11/2013","440.27","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","440.27","N",
"Social Security Administration","3:11-CV-00962","U.S. District Court","Oregon","3:11-cv-00962","","201302701","026582013","04/16/2013","0.00","","","0.00","","","4.12","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","4.12","N",
"Social Security Administration","311CV1151","U.S. District Court","Connecticut","NONE PROVIDED","","201302702","026702013","04/16/2013","0.00","","","0.00","","","370.69","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","370.69","N",
"Social Security Administration","EDCV 12-431 JEM","U.S. District Court","California  - Central","2012V01025","","201302704","033012013","05/08/2013","0.00","","","0.00","","","60.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","60.00","N",
"Department of Agriculture","97-1978","U.S. District Court","District of Columbia","N/A","","201302711","039762013","06/13/2013","0.00","","","2167.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","2167.00","N",
"Social Security Administration","EDCV 11-01680 MAN","U.S. District Court","California  - Central","2011V02707","","201302712","033022013","05/08/2013","0.00","","","0.00","","","60.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","60.00","N",
"Social Security Administration","CV 11-07719 SP","U.S. District Court","California  - Central","2011V02384","","201302716","033032013","05/08/2013","0.00","","","0.00","","","410.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","410.00","N",
"Social Security Administration","CV 411-152","U.S. District Court","Georgia - Southern","2011V00353","","201302719","026642013","04/19/2013","0.00","","","0.00","","","550.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","550.00","N",
"Department of Energy","11-67 JCH/ACT","U.S. District Court","New Mexico","2012V00435","","201302722","026722013","04/16/2013","1000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","1000.00","Y",
"Homeland Security","EP-11-CV-0537-DCG","U.S. District Court","Texas - Western","2012V000460","","201302730","026992013","04/16/2013","7500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","7500.00","N",
"Social Security Administration","5:12-CV-00237","U.S. District Court","New York - Northern","5:12-CV-237","","201302731","026902013","04/16/2013","0.00","","","0.00","","","15.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","15.00","N",
"Social Security Administration","11-2262 KHV","U.S. District Court","Kansas","2011V00711","","201302736","026842013","04/16/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","11-5069-CV-SW-SWH-SSA","U.S. District Court","Missouri - Western","Unknown","","201302737","028362013","04/23/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3:10-CV-01469-SI","U.S. District Court","Oregon","3:10-CV-01469-SI","","201302741","027002013","04/16/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3:12CV179 JBA","U.S. District Court","Connecticut","3:12CV179JBA","","201302744","027102013","04/24/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Navy","2:12-CV-299","U.S. District Court","Virginia - Eastern","2012V00969","","201302746","027142013","04/24/2013","600000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","600000.00","N",
"Social Security Administration","3:11CV1986-JGM","U.S. District Court","Connecticut","3:12CV179 JGM","","201302748","027132013","04/24/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3:11CV664 (VLB)","U.S. District Court","Connecticut","3:11CV664 VLB","","201302749","028522013","04/24/2013","0.00","","","0.00","","","370.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","370.00","N",
"Social Security Administration","3:11CV1756 CSH","U.S. District Court","Connecticut","3:11CV1756 CSH","","201302750","027162013","04/24/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3:11CV1795 WIG","U.S. District Court","Connecticut","3:11CV1795","","201302751","028132013","04/23/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Customs and Border Protection","11-CV-386","U.S. District Court","Texas - Western","2011V01753","","201302752","028002013","04/17/2013","25000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","25000.00","Y",
"Homeland Security","2:11-cv-00728","U.S. District Court","California  - Central","201204066","","201302753","035142013","05/21/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","5:10-cv-00169","U.S. District Court","North Carolina - Eastern","2010v00356","","201302754","027752013","04/19/2013","0.00","","","0.00","","","548.42","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","548.42","N",
