Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Internal Revenue Service/S&E","865799","U.S. District Court","","865799","865799","200800756","03331061 ","12/17/2007","188394.58","26-USC-7430              ","Tax Cases - Attny Fees&Costs","592.40","26-USC-7430              ","Tax Cases - Attny Fees&Costs","0.00","","","0.00","","","188986.98","N",
"Internal Revenue Service/S&E","8656-99","U.S. District Court","","865699","865699","200800757","03332091 ","12/17/2007","0.00","","","189804.89","26-USC-7430              ","Tax Cases - Attny Fees&Costs","622.50","26-USC-7430              ","Tax Cases - Attny Fees&Costs","0.00","","","190427.39","N",
"US Army Corps of Engineers","00115L","U.S. District Court","","2006V00082","","200800759","03331111 ","12/13/2007","0.00","","","304572.76","42-USC-4654              ","Litigation Expenses In Inverse Condemnation Cases","26318.45","42-USC-4654              ","Litigation Expenses In Inverse Condemnation Cases","0.00","","","330891.21","N",
"Department of Veterans Affairs","SA-07-CA-0499XR","U.S. District Court","","2007V00892","","200800762","03332321 ","12/19/2007","25000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","25000.00","N",
"Environmental Protection Agency","07C0154S","U.S. District Court","","90524179762","","200800763","03331161 ","12/11/2007","0.00","","","3454.66","42-USC-7604              ","Clean Air Act - Citizens' Suits (Attny Fees & Costs)","0.00","","","0.00","","","3454.66","N",
"Def Logistics Agency","01680C","U.S. District Court","","15401680","","200800769","03342221 ","02/13/2008","101223.99","28USC1491                ","TuckerAct-ClaimsCt","0.00","","","286.80","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","101510.79","N",
"Department of the Air Force","07-cv-00858-WYD-CBS","U.S. District Court","","2007V000350","","200800771","03331281 ","12/13/2007","102500.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","102500.00","N",
"Social Security Administration","CIV065070SSACVSWWAK","U.S. District Court","","USAO#2006V00545","","200800775","03331351 ","01/17/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Justice","05-1619","U.S. District Court","","2005V01992","","200800776","03331381 ","01/18/2008","136325.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","394598.80","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","32893.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","563816.80","Y",
"Social Security Administration","CIV064157CVCSOWSSA","U.S. District Court","","USAO#2006V00693","","200800778","03331421 ","12/13/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Environmental Protection Agency","05-73130","U.S. District Court","","9052317600","","200800779","03331451 ","12/10/2007","0.00","","","18000.00","42-USC-7604              ","Clean Air Act - Citizens' Suits (Attny Fees & Costs)","0.00","","","0.00","","","18000.00","N",
"Environmental Protection Agency","","U.S. District Court","","9052417907","","200800780","03331461 ","12/10/2007","0.00","","","14360.00","42-USC-7604              ","Clean Air Act - Citizens' Suits (Attny Fees & Costs)","0.00","","","0.00","","","14360.00","N",
"Customs and Border Protection","06-1916","U.S. District Court","","200500517 200600149","","200800782","03331511 ","12/14/2007","0.00","","","0.00","","","2497.90","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","2497.90","N",
"Customs and Border Protection","DR05CV055AMLVRG","U.S. District Court","","2005V00791","","200800786","03331861 ","01/30/2008","300000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","300000.00","N",
"Food Safety & Inspec","106CV00479MCAWDS","U.S. District Court","","2006V00304","","200800790","03331681 ","12/13/2007","1600.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","1600.00","Y",
"Homeland Security","106CV1531JECSSC","U.S. District Court","","2007V00274","","200800794","03331731 ","12/12/2007","20000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","20000.00","Y",
"Social Security Administration","07-cv-1020-AP","U.S. District Court","","","","200800795","03331751 ","01/09/2008","0.00","","","0.00","","","366.14","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","366.14","N",
"Social Security Administration","CIV-06-2579-PHX-ROS","U.S. District Court","","2006V00953","","200800796","03331781 ","12/14/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","CV-06-6647","U.S. District Court","","2007V00001","","200800800","03332051 ","12/18/2007","250000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","250000.00","N",
"Natl Park Service","03-cv-01712-CAB-OES","U.S. District Court","","901411047","","200800802","03332111 ","12/18/2007","0.00","","","0.00","","","709.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","709.00","N",
"Secret Service at Homeland Security","06-01570","U.S. District Court","","061570","","200800803","03332161 ","01/14/2008","6040.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","6040.00","N",
"Customs and Border Protection","MO-07-CA-001-RJ","U.S. District Court","","2007V00086","","200800807","03332221 ","12/19/2007","5600.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","5600.00","N",
"Bureau of Prisons","07150DCR","U.S. District Court","","2007V00478","","200800810","03332291 ","12/19/2007","600.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","600.00","N",
"Social Security Administration","606CV00252SPS","U.S. District Court","","","","200800811","03332351 ","12/26/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","606CV00269SPS","U.S. District Court","","","","200800812","03332371 ","12/19/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","07-180J","U.S. District Court","","2007V00705","","200800815","03332441 ","12/19/2007","0.00","","","7807.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","7807.00","Y",
"Department of Veterans Affairs","07-180J","U.S. District Court","","2007V00705","","200800815","03332451 ","12/19/2007","45000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","","Y",
"Coast Guard","06-22761","U.S. District Court","","2006V02172","","200800817","03332491 ","01/25/2008","4000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","4000.00","N",
"Department of Commerce","","U.S. District Court","","90113501","","200800818","03332531 ","12/17/2007","1437885.55","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","4958.14","42-USC-9607              ","CERCLA/Superfund","1442843.69","N",
"National Aeronautics and Space Administration","","U.S. District Court","","90113717","","200800819","03332551 ","12/13/2007","606622.86","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","1947.51","42-USC-9607              ","CERCLA/Superfund","608570.37","N",
"Social Security Administration","307CV02215WHA","U.S. District Court","","","","200800822","03332611 ","12/26/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Coast Guard","06-22761","U.S. District Court","","2006V02172","","200800823","03332641 ","01/28/2008","4000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","4000.00","N",
"Social Security Administration","CIV062933","U.S. District Court","","CV062933","","200800825","03332721 ","12/28/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Navy","4:07CV2082","U.S. District Court","","2007V02035","","200800826","03332701 ","12/18/2007","1000000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","1000000.00","N",
"US Army Corps of Engineers","1:02CV177","U.S. District Court","","9011616932","","200800827","03332751 ","12/14/2007","56950.00","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","3318.52","42-USC-9607              ","CERCLA/Superfund","58609.26","N",
"Immigration & Nat","CIV-04-0701-PHX-SMM","U.S. District Court","","2004V0330","","200800832","03332831 ","12/19/2007","850.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","850.00","Y",
"Social Security Administration","cv070778","U.S. District Court","","CV070778","CV070778","200800833","03332861 ","12/19/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Fed Aviation Admin","107cv626","U.S. District Court","","DJ157573684","","200800835","03332921 ","12/13/2007","2000000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","2000000.00","N",
"Social Security Administration","063039","U.S. District Court","","Intentionally Blank","","200800837","03332941 ","12/19/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of the Army","05-0849-A","U.S. District Court","","04151T066","","200800841","03333001 ","02/19/2008","291826.95","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","291826.95","N",
"Social Security Administration","505CV02331RMW","U.S. District Court","","","","200800847","03333171 ","12/28/2007","0.00","","","0.00","","","259.39","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","259.39","N",
"Social Security Administration","0604711MHP","U.S. District Court","","","","200800853","03333321 ","01/11/2008","0.00","","","0.00","","","495.24","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","495.24","N",
"Forest Service","CV-03-449-SC","U.S. District Court","","2003V00132","","200800857","03333391 ","12/28/2007","0.00","","","170039.50","5-USC-552                ","Freedom Of Information Act (FOIA)","640.50","5-USC-552                ","Freedom Of Information Act (FOIA)","0.00","","","170680.00","N",
"Social Security Administration","07-2010-JPM-dkv","U.S. District Court","","","","200800858","03333421 ","12/28/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of the Army","CIV0600135DAEKSC","U.S. District Court","","157211763","","200800864","03333621 ","12/17/2007","9429932.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","43732.76","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","9473664.76","N",
"Fed Aviation Admin","06cv2089-BEN","U.S. District Court","","2006V00474","","200800866","03333851 ","01/18/2008","30000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","30000.00","N",
"Department of Agriculture","971978 981693","U.S. District Court","","1361643","","200800872","03333811 ","12/24/2007","0.00","","","6141.25","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","6141.25","N",
"Department of Navy","CIV207CV69","U.S. District Court","","2007V00291","","200800880","03333981 ","01/07/2008","80000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","80000.00","N",
"Department of the Air Force","SA-07-CA-0333","U.S. District Court","","2005V00238","","200800883","03334031 ","12/28/2007","250000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","250000.00","N",
"Department of Agriculture","CV-06-2632","U.S. District Court","","2006V01730","","200800891","03334231 ","12/28/2007","360.67","5-USC-552                ","Freedom Of Information Act (FOIA)","0.00","","","0.00","","","0.00","","","360.67","N",
"Customs and Border Protection","05cv055","U.S. District Court","","2005V00791","","200800892","03335021 ","01/14/2008","150000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","150000.00","N",
"Department of Veterans Affairs","1:06CV02866","U.S. District Court","","","","200800895","03334331 ","01/14/2008","25000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","25000.00","N",
"Department of Agriculture","971978 981693","U.S. District Court","","1361643","","200800898","03334431 ","12/20/2007","300000.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","0.00","","","300000.00","N",
"Environmental Protection Agency","107cv0953","U.S. District Court","","9052417972/ 1","","200800899","03375851 ","03/20/2008","0.00","","","7843.00","42-USC-7604              ","Clean Air Act - Citizens' Suits (Attny Fees & Costs)","0.00","","","0.00","","","","N",
"Natl Park Service","200412","U.S. District Court","","2004V00010","","200800901","03334861 ","12/28/2007","1000000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1000000.00","N",
"Department of Navy","CIV07CV0390WQH","U.S. District Court","","20075V00219","","200800903","03334691 ","12/19/2007","250000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","250000.00","N",
"Social Security Administration","06-484","U.S. District Court","","2006V01109","","200800904","03334701 ","01/08/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","5;06-cv-01203","U.S. District Court","","Intentionally Blank","","200800907","03334781 ","01/08/2008","0.00","","","0.00","","","364.88","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","364.88","N",
"Department of Health and Human Services","103CV00731MRB","U.S. District Court","","905417180","","200800910","03334891 ","01/09/2008","17000.00","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","0.00","","","17000.00","N",
"General Services Administration","CIV041308","U.S. District Court","","","","200800911","03334911 ","01/25/2008","838563.60","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","0.00","","","0.00","","","838563.60","N",
"Bureau of Prisons","CIV106CV2261CC","U.S. District Court","","2006V01092","","200800912","03334931 ","12/28/2007","400000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","400000.00","N",
"Social Security Administration","CIV606CV312","U.S. District Court","","2006V00778","","200800913","03334961 ","01/07/2008","0.00","","","0.00","","","383.80","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","383.80","N",
"Social Security Administration","05-4945","U.S. District Court","","","","200800915","03335051 ","01/09/2008","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Fed Aviation Admin","CIV041709W","U.S. District Court","","2005V00551","","200800918","03335121 ","02/14/2008","17833.34","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","17833.34","Y",
"Social Security Administration","305CV05813RJB","U.S. District Court","","2005V01129","","200800923","03335301 ","01/09/2008","0.00","","","0.00","","","295.35","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","295.35","N",
"Social Security Administration","C065004RBL","U.S. District Court","","2006V000189","","200800925","03335261 ","01/14/2008","0.00","","","0.00","","","67.25","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","67.25","N",
"Department of Veterans Affairs","806cv17","U.S. District Court","","806CV17","","200800928","03335361 ","01/09/2008","36750.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","36750.00","N",
"Department of Veterans Affairs","806cv17","U.S. District Court","","806CV17","","200800928","03335371 ","01/09/2008","0.00","","","12250.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","","N",
"Department of Navy","2:06cv2662-SHM-tmp","U.S. District Court","","157721065","","200800929","03335421 ","12/28/2007","25000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","25000.00","N",
"Internal Revenue Service/S&E","","U.S. District Court","","Intentionally Blank","Intentionally Blank","200800930","03335401 ","01/11/2008","0.00","","","12632.00","26-USC-7430              ","Tax Cases - Attny Fees&Costs","365.00","26-USC-7430              ","Tax Cases - Attny Fees&Costs","0.00","","","12997.00","N",
"Department of the Air Force","","U.S. District Court","","Intentionally Blank","","200800932","03335461 ","01/14/2008","55711.39","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","55711.39","N",
"Social Security Administration","NO 06 CV-148-JHP-SPS","U.S. District Court","","CIV-06-148-JHP-SPS","","200800936","03335571 ","01/14/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","CIV0633M","U.S. District Court","","2006V00314","","200800938","03335611 ","01/17/2008","215000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","215000.00","N",
"Social Security Administration","06-CV-272-PJC","U.S. District Court","","06-CV-272-PJC","","200800939","03335641 ","01/09/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","CIV306CV64DPJJCS","U.S. District Court","","2006V00044","","200800940","03335671 ","01/23/2008","193030.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","193030.00","N",
"Social Security Administration","406CV388Y","U.S. District Court","","Intentionally Blank","","200800946","03335781 ","01/09/2008","0.00","","","0.00","","","389.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","389.20","N",
"Social Security Administration","406CV01652GRATER","U.S. District Court","","2006V01053","","200800948","03335821 ","01/09/2008","0.00","","","0.00","","","357.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","357.00","N",
"Social Security Administration","CA6050828TLWWMC","U.S. District Court","","2005V00665","","200800950","03335861 ","01/09/2008","0.00","","","0.00","","","12.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","12.00","N",
"Indian Health Svc","07-15560","U.S. District Court","","2005V00571","","200800952","03336721 ","12/28/2007","825000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","825000.00","N",
"Drug Enforcement Adm","306CV00253RRB","U.S. District Court","","","","200800955","03336011 ","01/09/2008","35000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","35000.00","N",
"Department of Veterans Affairs","06428JM","U.S. District Court","","2006V00268","","200800962","03336131 ","01/11/2008","3060.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","3060.00","N",
"Office of the Secretary of Defense - Agencies","CIV053941JSR","U.S. District Court","","05CIV3941","","200800963","03336161 ","01/07/2008","0.00","","","110000.00","5-USC-552                ","Freedom Of Information Act (FOIA)","0.00","","","0.00","","","110000.00","N",
"Social Security Administration","305CV05585RBL","U.S. District Court","","2005V00888","","200800964","03336151 ","01/11/2008","0.00","","","0.00","","","37.55","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","37.55","N",
"National Aeronautics and Space Administration","105CV2905","U.S. District Court","","2007V02953","","200800966","03336231 ","01/10/2008","50000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","50000.00","Y",
"Department of Navy","NO 03-1765C","U.S. District Court","","154-03-1765","","200800973","03336311 ","01/24/2008","0.00","","","0.00","","","298.96","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","298.96","N",
"Department of Navy","CIV06CV2756BEN","U.S. District Court","","20075V00029","","200800978","03336471 ","01/09/2008","75000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","75000.00","N",
"Department of Housing and Urban Development","CIV060843","U.S. District Court","","USAO2006V00533","","200800980","03336531 ","01/09/2008","10000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Social Security Administration","CIV075013AMJ","U.S. District Court","","","","200800982","03336571 ","01/09/2008","0.00","","","0.00","","","4.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","4.00","N",
"Social Security Administration","06-CV-01481","U.S. District Court","","","","200800986","03336621 ","01/08/2008","0.00","","","0.00","","","13.92","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","13.92","N",
"Social Security Administration","CV306-CV-1087N","U.S. District Court","","306-CV-1087N","","200800987","03336651 ","01/08/2008","0.00","","","0.00","","","394.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","394.20","N",
"Department of Agriculture","971978 981693","U.S. District Court","","1361643","","200800990","03336731 ","01/03/2008","400000.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","0.00","","","400000.00","N",
"Department of Justice; Social Security Administration","CV06-137-M-JCL","U.S. District Court","","2006V00203; 2006V00203","2006V00203","200800993","03336911 ","01/14/2008","0.00","","","0.00","","","411.72","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","411.72","N",
"Department of Agriculture","971978 981693","U.S. District Court","","1361643","","200800994","03336951 ","01/03/2008","0.00","","","86675.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","86675.00","N",
"Social Security Administration","205CV01711RSL","U.S. District Court","","2005VOO924","","200800997","03337031 ","01/09/2008","0.00","","","0.00","","","25.40","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","25.40","N",
"Social Security Administration","305CV05790RBLJKA","U.S. District Court","","2005V01103","","200800998","03337051 ","01/09/2008","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","305CV05807KLS","U.S. District Court","","2006V00039","","200800999","03337741 ","01/11/2008","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","206CV00575MJB","U.S. District Court","","2006V00890","","200801000","03337091 ","01/14/2008","0.00","","","0.00","","","353.30","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","353.30","N",
"Social Security Administration","205CV01405TSZ","U.S. District Court","","2005V00780","","200801001","03337111 ","01/14/2008","0.00","","","0.00","","","367.95","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","367.95","N",
"Department of Health and Human Services","061392","U.S. District Court","","","","200801002","03337121 ","01/03/2008","0.00","","","14132.55","5-USC-552a               ","Privacy Act","0.00","","","0.00","","","14132.55","N",
"Social Security Administration","206CV00476JPD","U.S. District Court","","2006V00323","","200801003","03337161 ","01/14/2008","0.00","","","0.00","","","253.30","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","253.30","N",
"Social Security Administration","206CV00368JPD","U.S. District Court","","2006V00271","","200801004","03337181 ","01/14/2008","0.00","","","0.00","","","253.19","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","253.19","N",
"Immigration & Nat","051423","U.S. District Court","","051423","","200801005","03337211 ","01/03/2008","12000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","12000.00","Y",
"Immigration & Nat","051423","U.S. District Court","","051423","","200801005","03337231 ","01/03/2008","20000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","","Y",
"Social Security Administration","CV064780","U.S. District Court","","","","200801008","03337291 ","01/14/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of the Army","306CV02103FABMEL","U.S. District Court","","2006V00704","","200801010","03337331 ","01/14/2008","12500.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","12500.00","N",
"Department of Energy","04-2112","U.S. District Court","","","","200801011","03337541 ","01/07/2008","5047.00","5-USC-552                ","Freedom Of Information Act (FOIA)","0.00","","","0.00","","","0.00","","","5047.00","N",
"Department of Veterans Affairs","0500708","U.S. District Court","","050708","","200801013","03337361 ","01/08/2008","45000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","45000.00","Y",
"Department of Veterans Affairs","0500708","U.S. District Court","","050708","","200801013","03337371 ","01/15/2008","20000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","20000.00","Y",
"General Services Administration","CV 6-2182","U.S. District Court","","","","200801015","03337491 ","01/14/2008","3500.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","3500.00","N",
"Social Security Administration","06CV00310MJP","U.S. District Court","","2006V00269","","200801016","03337421 ","01/09/2008","0.00","","","0.00","","","15.15","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","15.15","N",
"Social Security Administration","306CV050114RBL","U.S. District Court","","2006V00162","","200801017","03337441 ","01/09/2008","0.00","","","0.00","","","13.35","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","13.35","N",
"Social Security Administration","306CV05218RBL","U.S. District Court","","2006V00424","","200801018","03337461 ","01/14/2008","0.00","","","0.00","","","25.95","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","25.95","N",
"Social Security Administration","306CV05147FDB","U.S. District Court","","2006V00307","","200801019","03337481 ","01/14/2008","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","06-CV-0648-A","U.S. District Court","","2006V01355","","200801021","03337571 ","01/23/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","05-CV-1188","U.S. District Court","","CV-05-1188","","200801022","03337611 ","01/17/2008","0.00","","","0.00","","","380.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","380.00","N",
"Social Security Administration","4:06cv880-y","U.S. District Court","","Intentionally Blank","","200801025","03337681 ","01/14/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"General Services Administration","06-5073","U.S. District Court","","2007V00203","","200801026","03337691 ","01/29/2008","12000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","12000.00","N",
"Department of Navy","306CV0265LRHVPC","U.S. District Court","","2006VOO150","","200801027","03338821 ","01/14/2008","500000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","500000.00","N",
"Social Security Administration","C0600491JLR","U.S. District Court","","2006V000394","","200801028","03337731 ","01/14/2008","0.00","","","0.00","","","75.75","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","75.75","N",
"Social Security Administration","205CV01978JLR","U.S. District Court","","2005V01050","","200801029","03337771 ","01/14/2008","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
