Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Social Security Administration","05248s","U.S. District Court","","05248S","","200605636","03073281 ","07/13/2006","0.00","","","0.00","","","13.95","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","13.95","N",
"Department of Veterans Affairs","303cv00403jlh","U.S. District Court","","2004V00037","","200605637","03073321 ","06/26/2006","2430802.39","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","2430802.39","N",
"Social Security Administration","05 C 652","U.S. District Court","","","","200605638","03073351 ","07/13/2006","0.00","","","0.00","","","325.98","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","325.98","N",
"Immigration & Nat","051123","U.S. District Court","","A95588624","","200605642","03073411 ","07/13/2006","0.00","","","0.00","","","316.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","316.50","N",
"Department of the Interior","CIV105CV313","U.S. District Court","","908605990","","200605643","03073441 ","07/13/2006","9757.00","16-USC-1540              ","Endangered Species Act","0.00","","","0.00","","","0.00","","","9757.00","N",
"Department of Agriculture","97 1978","U.S. District Court","","136 16 43","","200605650","03073781 ","07/07/2006","600000.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","0.00","","","600000.00","N",
"DHS - TSA  Trans. SEC. Admin.","c054840emc","U.S. District Court","","2006V00173","","200605651","03073641 ","07/11/2006","1459.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1459.00","N",
"Drug Enforcement Adm","06cv0373","U.S. District Court","","2006V00089","","200605658","03073921 ","07/13/2006","10000.00","28-USC-2677 Fire-Flood   ","Federal Tort Claims Act/Settlement/Fire-Flood","0.00","","","0.00","","","0.00","","","10000.00","N",
"Homeland Security","04cv0944","U.S. District Court","","2004V00596","","200605659","03073931 ","07/12/2006","7750.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","7750.00","N",
"Department of the Army","1 05 cv112","U.S. District Court","","2005V00125","","200605661","03074001 ","07/12/2006","135000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","135000.00","N",
"Department of Veterans Affairs","052071","U.S. District Court","","052071","","200605662","03074041 ","07/13/2006","15000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","15000.00","N",
"Department of the Interior","705cv00645","U.S. District Court","","2005V0046","","200605663","03074062 ","08/31/2006","350000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","","N",
"Indian Health Svc","civ 05 129","U.S. District Court","","2005V00120","","200605664","03074071 ","07/12/2006","500.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","500.00","N",
"Department of the Interior","CIV206CV0002LKKGGH","U.S. District Court","","908606099","","200605669","03074161 ","06/30/2006","1685.00","16-USC-1540              ","Endangered Species Act","0.00","","","0.00","","","0.00","","","1685.00","N",
"Department of the Army","CIV0501031","U.S. District Court","","2005V00449","","200605676","03074311 ","07/13/2006","275000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","275000.00","N",
"Social Security Administration","CIVC053026PAZ","U.S. District Court","","2005V00275","","200605683","03074451 ","09/13/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Department of Navy","95 277","U.S. District Court","","90 11 3 1352A","","200605689","03074571 ","06/29/2006","1914.00","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","0.00","","","1914.00","N",
"Department of Navy","9577","U.S. District Court","","90 11 3 1352A","","200605691","03074621 ","06/29/2006","7810.34","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","0.00","","","7810.34","N",
"Bur of Land Mgmt","05CV1560","U.S. District Court","","2005V00549","","200605695","03074672 ","09/28/2006","20500.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","","Y",
"Social Security Administration","CIV302CV120","U.S. District Court","","302CV00120","","200605696","03074721 ","09/13/2006","0.00","","","0.00","","","160.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","160.00","N",
"Department of Agriculture","051147","U.S. District Court","","2005V00257","","200605700","03074821 ","06/23/2006","15000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","15000.00","Y",
"Social Security Administration","105cv00513wms","U.S. District Court","","2005V00974","","200605707","03074961 ","07/13/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","3 04cv95","U.S. District Court","","2004V00146","","200605708","03074981 ","07/14/2006","0.00","","","0.00","","","150.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","150.00","N",
"Social Security Administration","8:05-00178-GRA","U.S. District Court","","2004V01137","","200605709","03075031 ","07/14/2006","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Social Security Administration","015121","U.S. District Court","","015121","","200605716","03075141 ","07/19/2006","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Social Security Administration","3 02cv190","U.S. District Court","","3 02CV00190","","200605717","03075191 ","09/13/2006","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Social Security Administration","014341","U.S. District Court","","014341","","200605720","03075251 ","07/19/2006","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Homeland Security","CIV060062VAP","U.S. District Court","","2006V00163","","200605721","03075231 ","09/08/2006","15000.00","28-USC-2677 Fls-Arrest   ","Federal Tort Claims Act/Settlement/Fls-Arrest","0.00","","","0.00","","","0.00","","","15000.00","N",
"Social Security Administration","cv505029","U.S. District Court","","CV505029 SDGA","","200605723","03075291 ","07/13/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Bureau of Prisons","021261hl","U.S. District Court","","021262HL","","200605724","03075381 ","07/13/2006","3000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","3000.00","N",
"Social Security Administration","405cv599a","U.S. District Court","","Intentionally Blank","","200605725","03075361 ","07/27/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","2 05cv22","U.S. District Court","","2005V00084","","200605727","03075421 ","07/14/2006","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Social Security Administration","CIV05CV01615PSF","U.S. District Court","","","","200605728","03075431 ","09/13/2006","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Social Security Administration","CIV605CV1032","U.S. District Court","","Intentionally Blank","","200605729","03075461 ","09/13/2006","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Bureau of Prisons","05-c-0033-c","U.S. District Court","","2005V00153","","200605731","03075481 ","08/07/2006","3500.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","3500.00","N",
"Social Security Administration","2:04cv102SNL","U.S. District Court","","2005V00001","","200605733","03075601 ","07/27/2006","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Indian Health Svc","99092s","U.S. District Court","","145164393","","200605736","03085211 ","07/20/2006","6888438.00","41-USC-601et seq         ","Contract Disputes Act","0.00","","","0.00","","","140788.38","41-USC-601et seq         ","Contract Disputes Act","7029226.38","Y",
"Social Security Administration","CV-05-0260-MWL","U.S. District Court","","2005V00272","","200605740","03075671 ","08/04/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Homeland Security","051159jbwds","U.S. District Court","","2005V00341","","200605742","03075751 ","07/14/2006","30000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","30000.00","N",
"Social Security Administration","cv0566ki","U.S. District Court","","CV0566KI","","200605759","03076031 ","07/27/2006","0.00","","","0.00","","","177.40","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","177.40","N",
"Social Security Administration","05cv01020st","U.S. District Court","","CV051020ST","","200605760","03076271 ","08/02/2006","0.00","","","0.00","","","15.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","15.20","N",
"Customs and Border Protection","96931C","U.S. District Court","","15496931","","200605762","03076131 ","07/26/2006","76298.00","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Customs and Border Protection","96931C","U.S. District Court","","15496931","","200605762","03076141 ","07/27/2006","138131.24","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","19255.27","5-USC-5596               ","Back Pay Act","0.00","","","157386.51","N",
"Customs and Border Protection","96931c","U.S. District Court","","15496931","","200605764","03076221 ","08/01/2006","4203.25","29-USC-216 CT OF Claims  ","FLSA Penalties - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","","N",
"Homeland Security","b04213","U.S. District Court","","B042132004V02242","","200605765","03076231 ","07/27/2006","5000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","5000.00","N",
"Bureau of Prisons","05c66c","U.S. District Court","","2005V00153","","200605766","03077571 ","08/17/2006","313.67","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","192.45","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","506.12","N",
"Social Security Administration","041856st","U.S. District Court","","CV1856ST","","200605767","03076291 ","08/02/2006","0.00","","","0.00","","","8.64","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","8.64","N",
"Social Security Administration","c041499ha","U.S. District Court","","CV041499HA","","200605768","03076331 ","08/02/2006","0.00","","","0.00","","","159.30","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","159.30","N",
"Social Security Administration","04948co","U.S. District Court","","CV04948CO","","200605769","03076361 ","08/02/2006","0.00","","","0.00","","","163.40","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","163.40","N",
"Social Security Administration","05738pk","U.S. District Court","","CV05738PK","","200605771","03076411 ","07/27/2006","0.00","","","0.00","","","263.10","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","263.10","N",
"Department of Veterans Affairs","cv048003","U.S. District Court","","CV 048002 GPS","","200605773","03076451 ","07/12/2006","360000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","360000.00","N",
"Department of Veterans Affairs","cv048003","U.S. District Court","","CV 048002 GPS","","200605773","03076471 ","07/12/2006","500000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","","N",
"Social Security Administration","cv050346ho","U.S. District Court","","CV050346HO","","200605774","03076511 ","08/02/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","","U.S. District Court","","CV051149HO","","200605775","03076591 ","08/02/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","042502jlr","U.S. District Court","","2005V00037","","200605777","03076571 ","08/02/2006","0.00","","","0.00","","","184.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","184.20","N",
"Social Security Administration","c045233rjb","U.S. District Court","","2004V00485","","200605778","03076611 ","07/27/2006","0.00","","","0.00","","","186.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","186.00","N",
"Social Security Administration","c05801jlr","U.S. District Court","","2005V00484","","200605779","03076631 ","07/27/2006","0.00","","","0.00","","","5.40","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","5.40","N",
"Social Security Administration","cv 041744 ki","U.S. District Court","","CV 041744 KI","","200605783","03076741 ","07/27/2006","0.00","","","0.00","","","169.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","169.00","N",
"Social Security Administration","c05 5250","U.S. District Court","","2005V00365","","200605784","03076761 ","08/02/2006","0.00","","","0.00","","","22.85","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","22.85","N",
"Department of the Army","051287","U.S. District Court","","2005V01058","","200605785","03076791 ","07/14/2006","1000000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","1000000.00","N",
"Social Security Administration","055267","U.S. District Court","","2005V00385","","200605786","03076811 ","09/13/2006","0.00","","","0.00","","","20.40","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","20.40","N",
"Social Security Administration","105CV185","U.S. District Court","","2005V00226","","200605792","03076921 ","07/27/2006","0.00","","","0.00","","","329.30","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","329.30","N",
"Social Security Administration","04c4666","U.S. District Court","","2004V01507","","200605793","03076951 ","07/27/2006","0.00","","","0.00","","","14.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","14.00","N",
"Social Security Administration","c0405094rjb","U.S. District Court","","2004V00583","","200605803","03077181 ","08/10/2006","0.00","","","0.00","","","107.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","107.50","N",
"Forest Service","CV 05-48-BU-SEH","U.S. District Court","","2005V00168","","200605808","03077231 ","07/19/2006","59124.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","59124.00","N",
"Forest Service","CV 05-48-BU-SEH","U.S. District Court","","2005V00168","","200605808","03077281 ","07/19/2006","4876.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","","N",
"Social Security Administration","c055250rjb","U.S. District Court","","2005V00365","","200605811","03077271 ","08/10/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Forest Service","051200phxdgc","U.S. District Court","","2005V00404","","200605819","03077461 ","07/31/2006","18750.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","18750.00","N",
"Social Security Administration","SA05CA0985RF","U.S. District Court","","SA05CA0985RF","","200605824","03077521 ","07/27/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Department of the Interior","06183RBW","U.S. District Court","","908606105","","200605829","03077631 ","07/27/2006","6232.42","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","6232.42","N",
"Department of the Interior","edcv05922rswl","U.S. District Court","","908606060","","200605835","03077751 ","07/27/2006","7500.00","16-USC-1540              ","Endangered Species Act","0.00","","","0.00","","","0.00","","","7500.00","N",
"Social Security Administration","205cv01929pan","U.S. District Court","","Intentionally Blank","","200605837","03077771 ","07/27/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","cv050344aa","U.S. District Court","","CV050344AA","","200605838","03077811 ","08/10/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","045482fdb","U.S. District Court","","2005V00050","","200605841","03077901 ","08/10/2006","0.00","","","0.00","","","170.90","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","170.90","N",
"Department of Agriculture","1:04-cv-31GRo","U.S. District Court","","2005V00024","","200605846","03078031 ","07/25/2006","88000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","88000.00","Y",
"Social Security Administration","204cv102snl","U.S. District Court","","2005V00001","","200605847","03078051 ","08/10/2006","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Social Security Administration","405cv272","U.S. District Court","","2005V0265","","200605851","03078171 ","08/10/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Department of Navy","cv051449rgk","U.S. District Court","","","","200605864","03078401 ","07/12/2006","650000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","650000.00","N",
"Department of Justice","504cv2150","U.S. District Court","","MER058555","","200605879","03078631 ","07/14/2006","170000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","170000.00","Y",
"Social Security Administration","05-cv-01199-LTB","U.S. District Court","","","","200605880","03078851 ","08/10/2006","0.00","","","0.00","","","270.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","270.00","N",
"Department of Navy","0400706 hg bmk","U.S. District Court","","157211737","","200605887","03078751 ","08/02/2006","15000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","15000.00","N",
"Department of Navy","cv971418hu","U.S. District Court","","90116190","","200605888","03078831 ","07/14/2006","32617.70","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","179.97","42-USC-9607              ","CERCLA/Superfund","32797.67","N",
"Department of Veterans Affairs","civ05431tuccjk","U.S. District Court","","20055V00636","","200605890","03078802 ","08/18/2006","475000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","","N",
"Social Security Administration","05216DLB","U.S. District Court","","","","200605895","03078931 ","08/02/2006","0.00","","","0.00","","","263.72","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","263.72","N",
"Social Security Administration","2052340pmd","U.S. District Court","","2005V01501","","200605896","03078941 ","08/02/2006","0.00","","","0.00","","","12.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","12.00","N",
"Social Security Administration","02cv6484L","U.S. District Court","","02CV6484L","","200605897","03078961 ","08/02/2006","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Social Security Administration","H032902","U.S. District Court","","","","200605899","03079021 ","07/27/2006","0.00","","","0.00","","","568.40","42-USC-405               ","Social Security Appeals","0.00","","","568.40","N",
"Social Security Administration","C042168RSL","U.S. District Court","","2004V01059","","200605902","03079061 ","08/02/2006","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Social Security Administration","05cv02304cmdjw","U.S. District Court","","Intentionally Blank","","200605922","03079381 ","07/14/2006","22000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","3000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","25000.00","Y",
"Department of the Army","041236","U.S. District Court","","","","200605923","03079411 ","07/17/2006","0.00","","","98132.71","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","98132.71","Y",
"Department of the Army","041236","U.S. District Court","","","","200605923","03079421 ","07/17/2006","0.00","","","22196.42","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","22196.42","Y",
"Department of the Army","041236","U.S. District Court","","","","200605923","03079431 ","07/17/2006","0.00","","","18199.40","42-USC-1988              ","Civil Rights - Attorney Fees","0.00","","","0.00","","","18199.40","Y",
"Department of the Army","041236","U.S. District Court","","","","200605923","03079441 ","07/17/2006","0.00","","","6471.47","42-USC-1988              ","Civil Rights - Attorney Fees","0.00","","","0.00","","","","Y",
"Department of the Interior","9802094CW","U.S. District Court","","1998V01052","","200605924","03079461 ","08/01/2006","0.00","","","427250.46","29USC621                 ","Age Discrimination","77796.96","29USC621                 ","Age Discrimination","0.00","","","505047.42","Y",
"Department of the Interior","9802094CW","U.S. District Court","","1998V01052","","200605924","03092441 ","08/01/2006","0.00","","","7331.49","29USC621                 ","Age Discrimination","8905.98","29USC621                 ","Age Discrimination","0.00","","","","Y",
"Bureau of Prisons","013094jwljpo","U.S. District Court","","Intentionally Blank","","200605925","03079501 ","07/26/2006","7500.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","7500.00","N",
"Social Security Administration","ca0435270","U.S. District Court","","2003V00118","","200605941","03079801 ","07/26/2006","0.00","","","0.00","","","571.10","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","571.10","N",
"Social Security Administration","c035044fdb","U.S. District Court","","2003V00118","","200605945","03079871 ","07/26/2006","0.00","","","0.00","","","75.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","75.00","N",
"Social Security Administration","c045385kls","U.S. District Court","","2004V00672","","200605947","03079911 ","07/26/2006","0.00","","","0.00","","","176.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","176.00","N",
"Social Security Administration","C05118RSM","U.S. District Court","","2005V00144","","200605949","03079951 ","08/02/2006","0.00","","","0.00","","","202.75","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","202.75","N",
"Social Security Administration","c0303976jccmjb","U.S. District Court","","2004V00106","","200605952","03080031 ","07/26/2006","0.00","","","0.00","","","476.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","476.50","N",
"Social Security Administration","H043428","U.S. District Court","","","","200605956","03080061 ","07/26/2006","0.00","","","0.00","","","212.60","42-USC-405               ","Social Security Appeals","0.00","","","212.60","N",
"Social Security Administration","0558gwu","U.S. District Court","","2005V00219","","200605958","03080141 ","08/02/2006","0.00","","","0.00","","","250.00","42-USC-405               ","Social Security Appeals","0.00","","","250.00","N",
"General Services Administration","05 0280","U.S. District Court","","2006V00331","","200605963","03080191 ","07/26/2006","95000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","95000.00","N",
"Department of Veterans Affairs","04 0438","U.S. District Court","","","","200605968","03080281 ","07/26/2006","237618.07","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","237618.07","N",
"Environmental Protection Agency","041083","U.S. District Court","","9052317250","","200605971","03080331 ","07/17/2006","0.00","","","93000.00","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","0.00","","","93000.00","N",
"Social Security Administration","05330gwu","U.S. District Court","","2005V00750","","200605980","03080481 ","08/02/2006","0.00","","","0.00","","","250.00","42-USC-405               ","Social Security Appeals","0.00","","","250.00","N",
"Department of the Interior","06cv0928sc","U.S. District Court","","908606107","","200605985","03080591 ","08/02/2006","0.00","","","6000.00","16-USC-1540              ","Endangered Species Act","0.00","","","0.00","","","6000.00","N",
"U.S. Equal Employment Opportunity Comm.","203cv237","U.S. District Court","","","","200605989","03080691 ","08/02/2006","0.00","","","0.00","","","3376.61","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","3376.61","N",
"Immigration & Nat","98civ8249nrbfm","U.S. District Court","","98CIV8249","","200605990","03080671 ","07/24/2006","275000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","275000.00","Y",
"Social Security Administration","cv04778ho","U.S. District Court","","CV04778HO","","200605992","03080741 ","08/02/2006","0.00","","","0.00","","","166.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","166.20","N",
"Marshals Service","1 05cv137","U.S. District Court","","2005V00272","","200605994","03080781 ","08/02/2006","3800.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","3800.00","N",
"Marshals Service","1 05cv137","U.S. District Court","","2005V00272","","200605996","03080811 ","08/02/2006","11000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","11000.00","N",
"Social Security Administration","3 06cv96H","U.S. District Court","","2006V00161","","200605999","03080871 ","08/02/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Department of Veterans Affairs","3 06cv0634b","U.S. District Court","","","","200606003","03080981 ","07/26/2006","2000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","2000.00","N",
"Department of Navy","05cv1414dms rbb","U.S. District Court","","2005V00493","","200606004","03081011 ","08/31/2006","260000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","260000.00","N",
"Social Security Administration","053014st","U.S. District Court","","CV053014ST","","200606005","03081021 ","08/03/2006","0.00","","","0.00","","","275.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","275.00","N",
"Department of Justice","04cv2184","U.S. District Court","","DJ51212725","DJ51212725","200606010","03081131 ","08/10/2006","0.00","","","96315.00","26-USC-7430              ","Tax Cases - Attny Fees&Costs","6817.83","26-USC-7430              ","Tax Cases - Attny Fees&Costs","0.00","","","103132.83","N",
"Social Security Administration","051086","U.S. District Court","","Intentionally Blank","","200606012","03081161 ","08/03/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","cv 05 0741","U.S. District Court","","CV 05 741 KI","","200606019","03084301 ","08/03/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","CIV605CV1207","U.S. District Court","","Intentionally Blank","","200606022","03084441 ","08/03/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","","U.S. District Court","","2005V02034","","200606030","03085271 ","07/31/2006","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","305cv623j25hts","U.S. District Court","","2005V02139","","200606037","03085551 ","07/31/2006","0.00","","","0.00","","","263.95","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","263.95","N",
"Social Security Administration","CIVTMD05358","U.S. District Court","","Intentionally Blank","","200606039","03085801 ","08/04/2006","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Social Security Administration","9:04-2299-22BG","U.S. District Court","","Intentionally Blank","","200606044","03085961 ","08/04/2006","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
