Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Federal Trade Commission","02-CV-237070CM3","Foreign Claims","","163-38-188","","201406368","081492014","10/10/2014","0.00","","","10300.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","10118.81","N",
"Federal Trade Commission","02-CV-237070CM3","Foreign Claims","","163-38-188","","201406369","081482014","10/10/2014","0.00","","","674000.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","662235.58","N",
"Federal Trade Commission","02-CV-237070CM3","Foreign Claims","","163-38-188","","201406370","081472014","10/10/2014","0.00","","","60955.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","59875.79","N",
"Department of State","0022516-79.1999.4.02.5101","Foreign Claims","","163-13-121","","201406414","084372014","10/10/2014","17463.30","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","39532.30","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","56995.60","Y",
"Department of the Air Force","77/10","Foreign Claims","","163-42-1759","","201500062","006422015","12/23/2014","9312.65","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","9171.32","N",
"Department of the Air Force","77/10","Foreign Claims","","163-42-1759","","201500076","005682015","11/24/2014","71387.10","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","70295.37","N",
"Department of State","Case settled before it went to court","Foreign Claims","","163-42-1759","","201500140","001892015","10/30/2014","28940.04","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","29080.80","N",
"Department of Justice","A3/2014/1224","Foreign Claims","","163-39-567","163-39-567","201500191","001392015","10/30/2014","0.00","","","240288.69","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","242340.00","N",
"Department of the Air Force","333/2013","Foreign Claims","","163-42-1910","","201500495","006522015","12/23/2014","0.00","","","0.00","","","7020.86","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","6912.47","N",
"Department of the Air Force","333/2013","Foreign Claims","","163-42-1910","","201500500","005722015","12/11/2014","23210.66","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","22693.92","N",
"Department of the Air Force","333/2013","Foreign Claims","","163-42-1910","","201500501","005102015","11/20/2014","0.00","","","5262.44","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","5219.14","N",
"Department of the Air Force","329/2011","Foreign Claims","","163-42-1784","","201501132","016672015","02/10/2015","41917.92","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","38307.67","N",
"Department of the Air Force","329/2011","Foreign Claims","","163-42-1784","","201501132","016682015","02/10/2015","0.00","","","7711.86","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","7093.01","N",
"Department of the Air Force","329/2011","Foreign Claims","","163-42-1784","","201501132","016692015","02/03/2015","58469.14","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","53445.82","N",
"Department of State","13515-05-13","Foreign Claims","","163-49-95","","201501292","014962015","02/03/2015","18998.18","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","19573.05","N",
"Department of State","RG/F12-04693","Foreign Claims","","163-40-221","","201501298","013802015","01/20/2015","59996.42","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","55981.20","N",
"Department of State","RG/F12-04693","Foreign Claims","","163-40-221","","201501307","013812015","01/20/2015","2276.83","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","2123.80","N",
"Department of Navy","","Foreign Claims","","J150444","J150444","201501331","012462015","12/29/2014","1850987.91","10-USC-2734              ","Foreign Claims Act","0.00","","","0.00","","","0.00","","","200311.70","N",
"Department of the Air Force","","Foreign Claims","","12-2764","12-2764","201502178","056802015","06/03/2015","13300.02","10-USC-2734              ","Foreign Claims Act","0.00","","","0.00","","","0.00","","","12740.21","N",
"Department of the Air Force","1163/2012","Foreign Claims","","163-42-1767","","201503461","042332015","05/12/2015","45335.54","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","47631.98","N",
"Department of the Air Force","1163/2012","Foreign Claims","","163-42-1767","","201503461","042342015","05/12/2015","28911.16","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","30371.56","N",
"Department of State","05369-2014-1801-JR-LA-09","Foreign Claims","","163-87-34","","201504081","052972015","06/02/2015","13930.00","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","13930.00","N",
"Department of State","56 Ca 7576/14","Foreign Claims","","163-215-3","","201504163","056002015","06/02/2015","9109.35","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","8740.00","N",
"Department of the Army","00050-2004 RG","Foreign Claims","","163-42-1762","","201504403","062562015","06/11/2015","33723.40","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","33320.31","Y",
"Department of the Army","00050-2004 RG","Foreign Claims","","163-42-1762","","201504403","062572015","06/22/2015","365.24","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","361.49","Y",
"Department of the Air Force","225/2014","Foreign Claims","","163-42-1934","","201504973","068122015","07/31/2015","0.00","","","3461.32","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","3426.38","N",
"Department of the Air Force","225/2014","Foreign Claims","","163-42-1934","","201504973","068132015","07/31/2015","10670.98","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","10538.97","N",
"Department of the Air Force","225/2014","Foreign Claims","","163-42-1934","","201504973","068142015","07/31/2015","8468.30","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","8372.08","N",
"Department of State","A15(IV) and A24","Foreign Claims","","163-68-49","","201505334","069692015","07/27/2015","837335.90","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","10736.25","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","848072.15","N",
"Department of State","","Foreign Claims","","163-49-85","","201506149","080762015","09/28/2015","1810.94","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","1781.35","N",
"Department of State","","Foreign Courts","","NONE PROVIDED","","201505788","075472015","08/31/2015","6544.48","28-USC-2414              ","Attny Gen Cert - Settlements/State&Foreign Cts ONLY","0.00","","","0.00","","","0.00","","","6781.20","N",
"Department of Justice","13-591","Supreme Court","","None given","None given","201500146","000942015","10/21/2014","300.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","300.00","N",
"Department of Justice","13-356, 13-1144","Supreme Court","","NONE PROVIDED","NONE PROVIDED","201500263","007612015","12/11/2014","0.00","","","0.00","","","1683.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","1683.00","N",
"Department of Justice","12-1269","Supreme Court","","NONE PROVIDE","NONE PROVIDE","201500612","007622015","12/11/2014","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Department of Justice","12-1268","Supreme Court","","12-1268","12-1268","201500688","007542015","12/11/2014","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Department of Justice","12-683","Supreme Court","","12-683","12-683","201500689","007552015","12/11/2014","0.00","","","0.00","","","300.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","300.00","N",
"Off of the Inspector General","12-1248","Supreme Court","","NONE PROVIDED","","201500719","007062015","12/15/2014","0.00","","","0.00","","","26582.75","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","26582.75","N",
"Department of Justice","12-1146","Supreme Court","","NONE PROVIDED","NONE PROVIDED","201500729","007272015","12/03/2014","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Environmental Protection Agency","12-1272","Supreme Court","","None provided","","201501327","013752015","01/12/2015","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Environmental Protection Agency","12-1254","Supreme Court","","12-1254","","201502830","032902015","03/19/2015","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","150.00","N",
"Department of Justice","14-185","Supreme Court","","14-185","14-185","201505377","070942015","08/03/2015","0.00","","","0.00","","","1683.32","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","1683.32","N",
"Department of Justice","13-1019","Supreme Court","","NONE PROVIDED","NONE PROVIDED","201505466","075902015","08/21/2015","0.00","","","0.00","","","2750.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","2750.00","N",
"Department of Justice","14-392","Supreme Court","","NONE PROVIDED","NONE PROVIDED","201505469","075482015","08/20/2015","0.00","","","0.00","","","300.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","300.00","N",
"Environmental Protection Agency","14-46, 14-47, 14-49","Supreme Court","","14-46, 14-47, 14-49","","201506111","080942015","09/25/2015","0.00","","","0.00","","","26770.43","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","26770.43","N",
"Department of Veterans Affairs","13-31445","U.S. Bankruptcy Court","","NONE PROVIDED","","201405479","083072014","10/10/2014","750.00","11-USC-362               ","Bankruptcy - Violation Of Automatic Stay","0.00","","","0.00","","","0.00","","","750.00","N",
"Internal Revenue Service/S&E","13-13763","U.S. Bankruptcy Court","Ohio - Northern","13-13763","","201406564","082422014","10/08/2014","1498.75","26-USC-7433              ","IRS Unauthorized Collection Action","0.00","","","525.00","26-USC-7433              ","IRS Unauthorized Collection Action","0.00","","","2023.75","N",
"Department of Energy","01-01139","U.S. Bankruptcy Court","Delaware","90-11-2-07106/5","","201500258","074402015","08/14/2015","10347.00","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","0.00","","","10347.00","N",
"Department of Housing and Urban Development","14-01051","U.S. Bankruptcy Court","","2013V00363","","201500472","005342015","11/18/2014","0.00","","","659.34","11-USC-362               ","Bankruptcy - Violation Of Automatic Stay","0.00","","","0.00","","","659.34","N",
"US Army Corps of Engineers","01-01139","U.S. Bankruptcy Court","","90-11-2-07106-5","","201501231","075422015","08/20/2015","30627.00","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","30627.00","N",
"Social Security Administration","14-12198-KCF","U.S. Bankruptcy Court","","2014V03484","","201501770","021252015","02/10/2015","300.00","11-USC-362               ","Bankruptcy - Violation Of Automatic Stay","0.00","","","0.00","","","0.00","","","300.00","N",
"Small Business Administration","12-21003","U.S. Bankruptcy Court","Wyoming","2014V00077","","201502021","025332015","02/26/2015","3437.96","11-USC-523               ","Bankruptcy - Dischargeability Determinations","0.00","","","0.00","","","0.00","","","3437.96","N",
"Department of the Treasury","14-01441","U.S. Bankruptcy Court","","2014v01554","","201502075","032632015","03/18/2015","1000.00","11-USC-362               ","Bankruptcy - Violation Of Automatic Stay","0.00","11-USC-362               ","Bankruptcy - Violation Of Automatic Stay","0.00","11-USC-362               ","Bankruptcy - Violation Of Automatic Stay","0.00","","","1000.00","N",
"Social Security Administration","13-20454","U.S. Bankruptcy Court","","2014V03484","","201502447","028872015","03/05/2015","400.00","11-USC-362               ","Bankruptcy - Violation Of Automatic Stay","0.00","","","0.00","","","0.00","","","400.00","N",
"US Army Corps of Engineers","18301 & 18515","U.S. Bankruptcy Court","Delaware","NONE PROVIDED","","201502542","033022015","03/19/2015","9559.50","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","4.91","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","9564.41","N",
"Internal Revenue Service/S&E","14-11984","U.S. Bankruptcy Court","","Not provided","","201502990","035642015","04/01/2015","3500.00","26-USC-7430              ","Tax Cases - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","3500.00","N",
"Social Security Administration","15-22144-rdd","U.S. Bankruptcy Court","","Not provided","","201503595","042532015","05/04/2015","0.00","","","3500.00","11-USC-362               ","Bankruptcy - Violation Of Automatic Stay","0.00","","","0.00","","","3500.00","N",
"Internal Revenue Service/S&E","2:08-BK-50768","U.S. Bankruptcy Court","","LEFT BLANK INTENTIONALLY","LEFT BLANK INTENTIONALLY","201503688","044112015","05/08/2015","0.00","","","750.00","26-USC-7430              ","Tax Cases - Attny Fees&Costs","0.00","","","0.00","","","750.00","N",
"US Army Corps of Engineers","01-01139","U.S. Bankruptcy Court","","90-11-2-07106-5","","201503787","044332015","05/08/2015","117574.62","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","117574.62","N",
"Department of Veterans Affairs","13-03623-LA7","U.S. Bankruptcy Court","","2015V00117","","201503995","054272015","06/01/2015","7500.00","11-USC-362               ","Bankruptcy - Violation Of Automatic Stay","35580.00","11-USC-362               ","Bankruptcy - Violation Of Automatic Stay","0.00","","","0.00","","","43080.00","N",
"Social Security Administration","11-18698-MM7","U.S. Bankruptcy Court","","2014V00498","","201504249","058512015","06/03/2015","51700.00","11-USC-362               ","Bankruptcy - Violation Of Automatic Stay","0.00","","","0.00","","","0.00","","","51700.00","N",
"US Army Corps of Engineers","18301-18515","U.S. Bankruptcy Court","","90-11-2-07106/5","","201505218","070682015","08/03/2015","40186.50","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","40186.50","N",
"Department of Veterans Affairs","2:13-bk-00298-DPC","U.S. Bankruptcy Court","","2013V00357","","201505359","071652015","08/07/2015","2300.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2300.00","N",
"Internal Revenue Service/S&E","14-36954-CGM","U.S. Bankruptcy Court","","NONE PROVIDED","","201505405","070952015","08/03/2015","0.00","","","2500.00","11-USC-362               ","Bankruptcy - Violation Of Automatic Stay","0.00","","","0.00","","","2500.00","N",
"Department of Veterans Affairs","14-715","U.S. Bankruptcy Court","","14-715","","201505756","080332015","09/23/2015","2100.00","11-USC-362               ","Bankruptcy - Violation Of Automatic Stay","0.00","","","0.00","","","0.00","","","2100.00","N",
"Fed Aviation Admin","12-61136","U.S. Bankruptcy Court","","NONE PROVIDED","","201505891","077022015","09/02/2015","1000.00","11-USC-362               ","Bankruptcy - Violation Of Automatic Stay","0.00","","","0.00","","","0.00","","","1000.00","N",
"Department of Labor","111CV01790","U.S. Courts of Appeal - petition for review of admininstrative action only","District of Columbia","39-16-1982","","201406376","086582014","12/23/2014","0.00","","","0.00","","","337.40","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","337.40","N",
"Social Security Administration","13-1941","U.S. Courts of Appeal - petition for review of admininstrative action only","","13-1941","","201406691","082602014","10/09/2014","592.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","592.20","N",
"Immigration & Nat","09-74086","U.S. Courts of Appeal - petition for review of admininstrative action only","","39-8-6633","39-8-6633","201500008","000512015","10/14/2014","0.00","","","0.00","","","628.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","628.50","N",
"Department of Justice","13-1902","U.S. Courts of Appeal - petition for review of admininstrative action only","","2010V00005","2010V00005","201500120","000892015","10/21/2014","0.00","","","0.00","","","236.75","28-USC-2465              ","Return Of Property - Attny Fees&Costs","0.00","","","236.75","N",
"Department of Justice","11-5348","U.S. Courts of Appeal - petition for review of admininstrative action only","","154-11-5348","154-11-5348","201500209","001402015","10/24/2014","0.00","","","0.00","","","1232.80","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","1232.80","N",
"Social Security Administration","12-CV-976","U.S. Courts of Appeal - petition for review of admininstrative action only","","None given","","201500346","003562015","11/06/2014","367.25","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","367.25","N",
"Indian Health Svc","","U.S. Courts of Appeal - petition for review of admininstrative action only","","DJ # 157-41-1698","","201500369","004622015","11/13/2014","1675000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","1675000.00","N",
"Department of Justice","10-70180","U.S. Courts of Appeal - petition for review of admininstrative action only","","39-11-18817","39-11-18817","201500482","004442015","11/17/2014","0.00","","","0.00","","","450.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","450.00","N",
"Homeland Security","13-2509","U.S. Courts of Appeal - petition for review of admininstrative action only","","39-36-3861","","201500631","011332015","12/23/2014","0.00","","","0.00","","","97.33","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","97.33","N",
"United States Postal Service","13-3880","U.S. Courts of Appeal - petition for review of admininstrative action only","","NONE PROVIDED","","201500924","009452015","12/16/2014","2675.80","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","2675.80","N",
"Department of Veterans Affairs","14-1851","U.S. Courts of Appeal - petition for review of admininstrative action only","","2012V00732","","201501034","018162015","02/02/2015","10000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","10000.00","Y",
"Environmental Protection Agency","07-1046","U.S. Courts of Appeal - petition for review of admininstrative action only","","90-5-2-3-18058","","201501083","012762015","01/05/2015","0.00","","","10000.00","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","0.00","","","10000.00","N",
"Department of Justice","A072-683-448","U.S. Courts of Appeal - petition for review of admininstrative action only","","39-12C-30364","39-12C-30364","201501103","010642015","12/18/2014","0.00","","","0.00","","","1589.69","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","1589.69","N",
"Department of Veterans Affairs","5:11-CV-380","U.S. Courts of Appeal - petition for review of admininstrative action only","","2011v00457","","201501214","030142015","03/11/2015","538.26","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","538.26","N",
"Customs and Border Protection","13-15732","U.S. Courts of Appeal - petition for review of admininstrative action only","","157-46-1141","","201501353","021442015","02/10/2015","39000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","39000.00","N",
"Department of the Army","3:13-cv-04912-MMC","U.S. Courts of Appeal - petition for review of admininstrative action only","","DJ #27-10654","","201501482","014042015","01/12/2015","800000.00","35 USC 183               ","Invention Secrecy Act","0.00","","","0.00","","","0.00","","","800000.00","N",
"Department of Justice","12-9570","U.S. Courts of Appeal - petition for review of admininstrative action only","","39-13-1706/092-099-498","39-13-1706/092-099-498","201501604","016052015","01/28/2015","0.00","","","0.00","","","1159.64","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","1159.64","N",
"Department of Justice","13-342","U.S. Courts of Appeal - petition for review of admininstrative action only","","39-51-31631","39-51-31631","201501795","032762015","03/19/2015","0.00","","","0.00","","","901.98","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","901.98","N",
"Department of the Interior","09-17661","U.S. Courts of Appeal - petition for review of admininstrative action only","","90-8-6-05960","","201502353","028442015","03/04/2015","0.00","","","0.00","","","13997.46","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","13997.46","N",
"Social Security Administration","12-CV-145-JCC","U.S. Courts of Appeal - petition for review of admininstrative action only","","2012V00296","","201502415","028862015","03/05/2015","0.00","","","0.00","","","425.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","425.20","N",
"Customs and Border Protection","13-3159","U.S. Courts of Appeal - petition for review of admininstrative action only","","154-F13-350","","201502622","032152015","03/17/2015","686.45","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","686.45","N",
"Environmental Protection Agency","12-1321","U.S. Courts of Appeal - petition for review of admininstrative action only","","90-5-2-3-19547","","201502683","030792015","03/12/2015","0.00","","","0.00","","","1529.99","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","1529.99","N",
"Environmental Protection Agency","10-1371","U.S. Courts of Appeal - petition for review of admininstrative action only","","90-5-2-3-18973","","201502783","033572015","03/20/2015","0.00","","","145000.00","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","0.00","","","145000.00","N",
"Drug Enforcement Adm","97-579C; 2015-5023","U.S. Courts of Appeal - petition for review of admininstrative action only","","154-97-579","","201503046","039142015","04/17/2015","1800000.00","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","1800000.00","N",
"Environmental Protection Agency","11-73342","U.S. Courts of Appeal - petition for review of admininstrative action only","","90-5-2-3-19267","","201503051","036172015","04/01/2015","0.00","","","110367.00","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","0.00","","","110367.00","N",
"DHS - Immigration  & Customs Enforcement (ICE)","14-56041","U.S. Courts of Appeal - petition for review of admininstrative action only","","Not provided","","201503505","042632015","05/04/2015","30000.00","28-USC-2677 Fls-Arrest   ","Federal Tort Claims Act/Settlement/Fls-Arrest","0.00","","","0.00","","","0.00","","","30000.00","N",
"Department of Navy","12-5255","U.S. Courts of Appeal - petition for review of admininstrative action only","","12-5255","","201503652","041272015","05/01/2015","50000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","50000.00","Y",
"Public Health Svc","2015-5026; 08-357","U.S. Courts of Appeal - petition for review of admininstrative action only","","154-08-357","","201503692","052792015","05/26/2015","115897.00","37-USC-204               ","Military Pay Act - Basic Pay","0.00","","","0.00","","","0.00","","","115897.00","N",
"Environmental Protection Agency","11-73356","U.S. Courts of Appeal - petition for review of admininstrative action only","","90-5-2-3-19268","","201503699","041342015","05/14/2015","0.00","","","66041.25","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","0.00","","","66041.25","N",
"Merit Systems Protection Board","13-3170","U.S. Courts of Appeal - petition for review of admininstrative action only","","2013-3170","2013-3170","201503956","047272015","05/14/2015","0.00","","","0.00","","","806.04","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","806.04","N",
"Department of Justice","13-1227","U.S. Courts of Appeal - petition for review of admininstrative action only","","2012v00098","2012v00098","201504011","080252015","09/23/2015","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Social Security Administration","12-16675","U.S. Courts of Appeal - petition for review of admininstrative action only","Hawaii","NONE PROVIDED","","201504618","062452015","06/18/2015","0.00","","","0.00","","","338.10","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","338.10","N",
"Social Security Administration","13-35235","U.S. Courts of Appeal - petition for review of admininstrative action only","","2012V00004","","201504631","062432015","06/18/2015","524.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","524.20","N",
"Department of the Army","2014-3210","U.S. Courts of Appeal - petition for review of admininstrative action only","","154-F14-412","","201504662","063482015","06/24/2015","0.00","","","10000.00","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","10000.00","N",
"Department of the Army","2014-3210","U.S. Courts of Appeal - petition for review of admininstrative action only","","154-F14-412","","201504662","063492015","06/24/2015","1625.00","5-USC-5596               ","Back Pay Act","0.00","","","0.00","","","0.00","","","1625.00","N",
"Immigration & Nat","11-70309","U.S. Courts of Appeal - petition for review of admininstrative action only","","39-12C-38677","","201504680","064422015","07/01/2015","0.00","","","0.00","","","450.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","450.00","N",
"Internal Revenue Service/S&E","13-60472","U.S. Courts of Appeal - petition for review of admininstrative action only","","NONE PROVIDED","","201504882","068942015","07/27/2015","0.00","","","0.00","","","639.90","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","639.90","N",
"Environmental Protection Agency","13-9520","U.S. Courts of Appeal - petition for review of admininstrative action only","","90-5-2-3-19740","","201504918","067692015","07/16/2015","0.00","","","67000.00","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","0.00","","","67000.00","N",
"Environmental Protection Agency","13-9525","U.S. Courts of Appeal - petition for review of admininstrative action only","","90-5-2-3-19744","","201504920","071162015","08/03/2015","0.00","","","67000.00","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","0.00","","","67000.00","N",
"Natl Marine Fisher; US Army Corps of Engineers","15-15422","U.S. Courts of Appeal - petition for review of admininstrative action only","","NONE PROVIDED; NONE PROVIDED","","201505333","071702015","08/07/2015","0.00","","","0.00","","","27965.00","16-USC-1540              ","Endangered Species Act","0.00","","","27965.00","N",
"Department of Justice","11-73889","U.S. Courts of Appeal - petition for review of admininstrative action only","","39-12C-4D106","39-12C-4D106","201505868","077992015","09/04/2015","42.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","42.00","N",
"Environmental Protection Agency","11-1101","U.S. Courts of Appeal - petition for review of admininstrative action only","","90-5-2-3-19126","","201506099","079482015","09/11/2015","0.00","","","0.00","","","2651.17","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","2651.17","N",
"Immigration & Nat","13-70002","U.S. Courts of Appeal - petition for review of admininstrative action only","","39-82-7967","","201506210","081672015","09/28/2015","0.00","","","0.00","","","500.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","500.00","N",
"Internal Revenue Service/S&E","08-CIV-21791","U.S. District Court","Florida - Southern","5-18-23994/CMN 2008102795","","201301775","059732013","10/21/2014","0.00","","","46558.80","26-USC-7430              ","Tax Cases - Attny Fees&Costs","0.00","","","0.00","","","46558.80","N",
"Social Security Administration","SACV 12-01165-SP","U.S. District Court","California  - Central","2012V02249","","201304774","059302013","12/11/2014","0.00","","","0.00","","","20.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","20.20","N",
"Social Security Administration","12C4841","U.S. District Court","Illinois - Northern","NONE PROVIDED","","201304812","059762013","04/29/2015","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV 12-00340 GAF","U.S. District Court","California  - Central","2012V00718","","201305423","059742013","12/18/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
