Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Fish & Wildlife Svc","08-1596","U.S. District Court","","NONE PROVIDED","","201100711","007212011","12/08/2010","0.00","","","60000.00","16-USC-1540              ","Endangered Species Act","0.00","","","0.00","","","60000.00","N",
"Social Security Administration","","U.S. District Court","","CV-09-4207","","201100713","007422011","12/02/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","CIV-09-448-D","U.S. District Court","","SA - 2009V00273","","201100715","005562011","11/17/2010","173048.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","173048.00","Y",
"Department of Veterans Affairs","09-258-GPM","U.S. District Court","","2005V00074","","201100716","007622011","12/02/2010","3500000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","3500000.00","N",
"Natl Park Service","07-1499","U.S. District Court","","07-1499","","201100725","007012011","12/01/2010","70000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","70000.00","Y",
"Social Security Administration","SACV 08-00747","U.S. District Court","","2008V01923","","201100726","008752011","12/16/2010","0.00","","","0.00","","","17.87","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","17.87","N",
"Coast Guard","","U.S. District Court","","2007V00313","","201100727","009052011","12/16/2010","250000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","250000.00","Y",
"Social Security Administration","CV 09-0429 WDS","U.S. District Court","","2009V00267","","201100733","007292011","12/01/2010","0.00","","","0.00","","","367.30","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","367.30","N",
"Government Printing Office","74-1101","U.S. District Court","","74-1101","74-1101","201100739","007302011","12/01/2010","3513.60","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","3513.60","N",
"Internal Revenue Service/S&E","","U.S. District Court","","dj-5-67-5897; cmn2010103239","","201100741","007432011","12/02/2010","0.00","","","564.03","26-USC-7430              ","Tax Cases - Attny Fees&Costs","0.00","","","0.00","","","564.03","N",
"Social Security Administration","10CV0392","U.S. District Court","","SA - 2010V00278","","201100747","007342011","12/01/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","09-CV-3678 (BMC)","U.S. District Court","","CV-09-3678","","201100748","007272011","12/08/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","10-CV-133-PJC","U.S. District Court","","10-CV-133-PJC","","201100749","007602011","12/02/2010","0.00","","","0.00","","","17.13","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","17.13","N",
"Social Security Administration","v-09-003","U.S. District Court","","NA","","201100750","007482011","12/02/2010","0.00","","","0.00","","","373.60","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","373.60","N",
"Social Security Administration","CV 07-2770","U.S. District Court","","CV-07-2770","","201100754","007832011","12/08/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","2:09-CV-01360-JHH","U.S. District Court","","2009V00513","","201100756","007992011","12/08/2010","55000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","55000.00","N",
"Department of Veterans Affairs","2:09-CV-01360-JHH","U.S. District Court","","2009V00513","","201100756","008002011","12/08/2010","45000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","45000.00","N",
"Department of Veterans Affairs","1:09-CV-122 (D VT) & 2:09-CV-91 (D VT)","U.S. District Court","","DNH 2009V00145","","201100760","007822011","12/07/2010","422000.00","5-USC-552a               ","Privacy Act","0.00","","","0.00","","","0.00","","","422000.00","N",
"Department of the Army","08-CV-2257","U.S. District Court","","08-CV-2257","","201100763","006382011","11/22/2010","2250000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","2250000.00","N",
"Homeland Security","09-3675","U.S. District Court","","SA - A043 348 247","","201100764","007522011","12/02/2010","0.00","","","0.00","","","450.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","450.00","N",
"Social Security Administration","","U.S. District Court","","CV-08-2376","","201100765","007592011","12/02/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Energy","90-11-6-28","U.S. District Court","","90-11-6-28","","201100767","007382011","12/01/2010","10202.85","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","10202.85","N",
"Social Security Administration","4:CV-10-173","U.S. District Court","","NA","","201100768","007552011","12/02/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Agriculture","09-81293-CIV-ZLOCH/ROSENBAUM","U.S. District Court","","09-81293","","201100770","007532011","12/02/2010","110000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","110000.00","N",
"Social Security Administration","","U.S. District Court","","NA","","201100773","008032011","12/08/2010","0.00","","","0.00","","","361.90","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","361.90","N",
"Fed Bureau of Invest","CV-05-3919","U.S. District Court","","2005V01597","","201100775","009312011","12/16/2010","75000.00","28-USC-2677 Fls-Arrest   ","Federal Tort Claims Act/Settlement/Fls-Arrest","0.00","","","0.00","","","0.00","","","75000.00","N",
"Social Security Administration","","U.S. District Court","","2010V00027","","201100776","007442011","12/02/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","8:09-cv-1722-T-26TGW","U.S. District Court","","2008V01617","","201100780","013982011","01/11/2011","48000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","48000.00","N",
"Department of Veterans Affairs","CIV-08-00912-JCH/ACT","U.S. District Court","","2009V00067","","201100781","007762011","12/07/2010","40000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","40000.00","N",
"Social Security Administration","CIV-09-294-KEW","U.S. District Court","","CIV-09-294-KEW","","201100783","007752011","12/08/2010","17.57","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","17.57","N",
"Fed Aviation Admin","07CV-00968-REB-CBS","U.S. District Court","","Intentionally Blank","","201100787","009452011","12/20/2010","100000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","100000.00","N",
"Department of Veterans Affairs","10-C-0007","U.S. District Court","","SA - 10-CV-0007","","201100790","006682011","11/23/2010","166617.37","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","166617.37","Y",
"Department of Veterans Affairs","10-C-0007","U.S. District Court","","SA - 10-CV-0007","","201100790","006692011","11/23/2010","0.00","","","58382.63","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","58382.63","Y",
"Social Security Administration","cv-06-00600-djh","U.S. District Court","","NA","","201100793","010522011","12/21/2010","795.10","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","795.10","N",
"General Services Administration","2:10-CV-00183-FCD-EFB","U.S. District Court","","SA - 2010V00138","","201100794","009302011","12/16/2010","5000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","5000.00","N",
"Forest Service","6:10-CV-02543-HMH","U.S. District Court","","Intentionally Blank","","201100795","008462011","12/16/2010","3500.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","3500.00","N",
"Social Security Administration","3:08-CV-2042-N","U.S. District Court","","SA - 3:08-CV-2042-N","","201100796","009292011","12/16/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of the Air Force","06-CA00017","U.S. District Court","","NONE PROVIDED","","201100806","014202011","01/11/2011","0.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","3163.77","31-USC-1304(b)-FTCA      ","Interest - Unsuccessful Appeal - FTCA","3163.77","N",
"Department of Veterans Affairs","10cv0969-IEG (POR)","U.S. District Court","","2010V00199","","201100807","008442011","12/16/2010","250000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","250000.00","N",
"Department of Commerce; Department of the Treasury; General Services Administration","90-11-3-1649A","U.S. District Court","","90-11-3-1649A; 90-11-3-1649A; 90-11-3-1649A","","201100808","008282011","12/08/2010","12101.42","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","12101.42","N",
"Office of the Secretary of Defense - Agencies","09cv0568","U.S. District Court","","2009V00130","","201100809","007812011","12/07/2010","615500.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","615500.00","Y",
"Social Security Administration","4:10-CV-8-HTW-LRA","U.S. District Court","","4:10CV8","","201100810","008932011","12/16/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","","U.S. District Court","","GCL516122868","GCL516122868","201100812","008942011","12/16/2010","150000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","150000.00","N",
"Fed Aviation Admin","107CV00968","U.S. District Court","","NONE PROVIDED","","201100814","009212011","12/16/2010","100000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","100000.00","N",
"Social Security Administration","4:09-CV-113","U.S. District Court","","2009V00330","","201100819","008192011","12/08/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","8:07-CV-1524-T-TBM","U.S. District Court","","8:07-CV-1524-T-TBM","","201100827","007122011","12/01/2010","49018.29","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","336.98","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","49355.27","Y",
"DHS - Immigration  & Customs Enforcement (ICE)","08-CV-6845 (LMS)","U.S. District Court","","2009V00429","","201100830","009062011","12/16/2010","21750.00","28-USC-2677 Fls-Arrest   ","Federal Tort Claims Act/Settlement/Fls-Arrest","0.00","","","0.00","","","0.00","","","21750.00","N",
"FEMA","08-1304 I","U.S. District Court","","2008V00216","","201100838","006912011","11/24/2010","2000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","2000.00","Y",
"FEMA","08-1304 I","U.S. District Court","","2008V00216","","201100838","006922011","11/24/2010","2000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","2000.00","Y",
"FEMA","08-1304 I","U.S. District Court","","2008V00216","","201100838","006932011","11/24/2010","2000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","2000.00","Y",
"FEMA","08-1304 I","U.S. District Court","","2008V00216","","201100838","006952011","11/24/2010","2000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","2000.00","Y",
"FEMA","08-1304 I","U.S. District Court","","2008V00216","","201100838","013872011","01/11/2011","2000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","2000.00","Y",
"Social Security Administration","509CV01344","U.S. District Court","","NONE PROVIDED","","201100842","011002011","12/21/2010","0.00","","","0.00","","","16.62","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","16.62","N",
"Department of Veterans Affairs","09-1689","U.S. District Court","","NONE PROVIDED","","201100843","008772011","12/16/2010","7000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","7000.00","N",
"Office of the Secretary of Defense - Agencies","308-CV-610","U.S. District Court","","3:08-CV-610-H","","201100844","007152011","12/07/2010","5000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","5000.00","Y",
"Internal Revenue Service/S&E","10-04434","U.S. District Court","","NONE PROVIDED","","201100845","009412011","12/21/2010","2500.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","2500.00","N",
"Department of Veterans Affairs","09-018","U.S. District Court","","2009V00052","","201100846","006822011","11/24/2010","25000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","25000.00","Y",
"Social Security Administration","CIV-09-1338-D","U.S. District Court","","2009V00905","","201100847","008592011","12/13/2010","0.00","","","0.00","","","16.62","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","16.62","N",
"DHS - TSA  Trans. SEC. Admin.","09-1200","U.S. District Court","","SA - 2010V0006","","201100851","011692011","12/23/2010","5000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","5000.00","Y",
"Environmental Protection Agency","90-5-2-4-18926","U.S. District Court","","90-5-2-4-18926","","201100857","008012011","12/08/2010","0.00","","","1544.96","42-USC-7604              ","Clean Air Act - Citizens' Suits (Attny Fees & Costs)","0.00","","","0.00","","","1544.96","N",
"Social Security Administration","CIV-09-1126-M","U.S. District Court","","SA - 2009V00848","","201100858","008482011","12/13/2010","0.00","","","0.00","","","367.81","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","367.81","N",
"Customs and Border Protection","M-09-170","U.S. District Court","","NONE PROVIDED","","201100859","009822011","12/17/2010","110000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","110000.00","N",
"Social Security Administration","09-305ML","U.S. District Court","","2009V00146","","201100863","009162011","12/16/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","4:08-CV-430","U.S. District Court","","2009V00153","","201100864","008312011","12/08/2010","0.00","","","0.00","","","377.40","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","377.40","N",
"Social Security Administration","4:09-CV-315","U.S. District Court","","2009V00701","","201100865","009132011","12/16/2010","0.00","","","0.00","","","365.80","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","365.80","N",
"Social Security Administration","4-09-CV-00520","U.S. District Court","","2010V00021","","201100867","009022011","12/16/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","6:08-CV-258","U.S. District Court","","2008V01218","","201100868","009122011","12/16/2010","0.00","","","0.00","","","377.40","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","377.40","N",
"Social Security Administration","4:09-CV-227","U.S. District Court","","2009V00580","","201100869","008502011","12/13/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV-10-0698","U.S. District Court","","CV-10-0698","","201100870","008672011","12/13/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIV-09-01918-PHX-GMS","U.S. District Court","","N/A","","201100871","009042011","12/16/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Fed Aviation Admin","1:07-CV-00968-REB-CBS","U.S. District Court","","SA - 157-13-2366","","201100874","014802011","01/12/2011","25000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","25000.00","N",
"Bureau of Prisons","CV-08-1143","U.S. District Court","","2008V00628","","201100879","010952011","12/21/2010","1500.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","1500.00","N",
"Social Security Administration","10-0282","U.S. District Court","","2010V00186","","201100886","008842011","12/16/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Marshals Service","4:10-CV-291-A","U.S. District Court","","2010V0V00630","","201100887","009012011","12/16/2010","10000.00","28-USC-2677 Fls-Arrest   ","Federal Tort Claims Act/Settlement/Fls-Arrest","0.00","","","0.00","","","0.00","","","10000.00","N",
"Indian Health Svc","CIV-10-291-FHS","U.S. District Court","","CIV-10-291-FHS","","201100891","009192011","12/16/2010","12500.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","12500.00","N",
"Department of the Air Force","309CV70-WS/MD","U.S. District Court","","2009V00523","","201100893","010852011","12/22/2010","50000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","50000.00","N",
"Department of Agriculture","10-21491-CIV-","U.S. District Court","","2009V00682","","201100894","009152011","12/16/2010","25000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","25000.00","N",
"Department of Navy","2:08-3690-PMD","U.S. District Court","","2008V02926","","201100895","014232011","01/07/2011","95000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","95000.00","N",
"Social Security Administration","6:07-CV-560","U.S. District Court","","2008V00612","","201100899","008532011","12/13/2010","0.00","","","0.00","","","374.40","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","374.40","N",
"Social Security Administration","3:09-CV-00242-RRB","U.S. District Court","","2009V00162","","201100907","008512011","12/16/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Small Business Administration","03-1449","U.S. District Court","","03-1449","","201100911","010272011","12/17/2010","1625000.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","0.00","","","1625000.00","N",
"Social Security Administration","CV 09-0020 AGR","U.S. District Court","","2009V00141","","201100923","009362011","12/21/2010","0.00","","","0.00","","","355.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","355.00","N",
"US Army Corps of Engineers","2:09-02681-RMG-RSC","U.S. District Court","","SA - 2009V02182","","201100928","008472011","12/16/2010","4000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","4000.00","Y",
"Department of Navy","CV 09-07345","U.S. District Court","","2009V02799","","201100933","011932011","12/23/2010","30000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","30000.00","Y",
"Social Security Administration","110CV060","U.S. District Court","","NONE PROVIDED","","201100944","009342011","12/16/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Bur of Indian Affair","07-C-316","U.S. District Court","","NONE PROVIDED","","201100947","011462011","12/21/2010","0.00","","","0.00","","","8293.31","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","8293.31","N",
"Customs and Border Protection","09cv1660-BEN","U.S. District Court","","2009V00365","","201100948","010092011","12/17/2010","33000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","33000.00","N",
"Department of Veterans Affairs","4:07-CV-00527","U.S. District Court","","2007V00581","","201100949","009092011","12/16/2010","500000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","500000.00","N",
"Internal Revenue Service/S&E","10-CV-01565-REB-CBS","U.S. District Court","","2010V00421","","201100950","015052011","01/13/2011","42000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","42000.00","N",
"Department of Veterans Affairs","1;07-cv-00436-jjm","U.S. District Court","","07-CV-436","","201100955","010302011","12/17/2010","1400000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","1400000.00","N",
"Social Security Administration","4:09CV00158-JAJ","U.S. District Court","","2009V00219","","201100961","010802011","12/21/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV-09-2239","U.S. District Court","","CV-09-2239","","201100963","009542011","12/21/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","1:10-CV-00018/SPM/GRJ","U.S. District Court","","1:10-CV-00018/SPM/GRJ","","201100966","009922011","12/17/2010","425000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","425000.00","N",
"Social Security Administration","09-CV-01962-LTB","U.S. District Court","","USAO 2009V00817","","201100968","009522011","12/21/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Bureau of Prisons","06-CV-00545-WYD-KLM","U.S. District Court","","2006V00636","","201100970","013742011","01/07/2011","1453.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1453.00","N",
"Department of Navy","09cv2496-L (RBB)","U.S. District Court","","2010V00375","","201100986","012712011","01/05/2011","1000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","1000.00","N",
"Department of the Army","EP-10-CV-0120-PRM","U.S. District Court","","2010V00397","","201100987","012372011","12/27/2010","100000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","100000.00","N",
"Fed Aviation Admin","CV-07-4492","U.S. District Court","","2007V02388","","201100993","007802011","12/08/2010","10000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","10000.00","Y",
"Internal Revenue Service/S&E","4:08-CV-343","U.S. District Court","","2009V00161/CA 4:08CV343","","201100994","007782011","12/08/2010","5000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","5000.00","Y",
"DHS - Immigration  & Customs Enforcement (ICE)","CV# 08-818 MV/KBM","U.S. District Court","","2008V00588","","201100995","008832011","12/16/2010","20000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","20000.00","Y",
"Immigration & Custom","08-6102-ag","U.S. District Court","","SA - 39-51-25860","","201100997","008092011","12/08/2010","0.00","","","0.00","","","906.25","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","906.25","N",
"Social Security Administration","CV-07-3762","U.S. District Court","","CV-07-3762","","201101001","010442011","12/21/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Agriculture","3:09-md-2053-MO","U.S. District Court","","SA - 157-0-282","","201101002","008332011","12/09/2010","50000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","50000.00","N",
"Drug Enforcement Adm","CV 04-2320-JAR","U.S. District Court","","2004V00878","","201101006","010382011","12/16/2010","833250.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","19513.61","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","852763.61","N",
"Social Security Administration","3:08-CV-386 HTW","U.S. District Court","","SA - 2009V00072","","201101008","008362011","12/09/2010","0.00","","","0.00","","","367.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","367.00","N",
"Department of Agriculture","1:09-CV-2107-CAP","U.S. District Court","","2009V00526","","201101013","010622011","12/22/2010","19757.76","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","19757.76","N",
"Small Business Administration","07-1727","U.S. District Court","","35-16-9707","","201101015","013962011","01/11/2011","110000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","110000.00","Y",
"Indian Health Svc","308CV00210","U.S. District Court","","NONE PROVIDED","","201101016","010942011","12/20/2010","750000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","750000.00","N",
"Department of the Air Force; National Aeronautics and Space Administration; Office of the Secretary of Defense - Agencies","90-11-3-717","U.S. District Court","","90-11-3-717; 90-11-3-717; 90-11-3-717","","201101017","014062011","01/11/2011","287584.42","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","190.28","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","287774.70","N",
"Social Security Administration","08-17146","U.S. District Court","","08-17146 (NDCA 07-CV-05432 WHA)","","201101022","009952011","12/17/2010","0.00","","","0.00","","","455.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","455.00","N",
"Social Security Administration","","U.S. District Court","","2009V00873","","201101024","009942011","12/17/2010","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Commerce","C-05-189-JLR","U.S. District Court","","90-8-6-05969","","201101025","010512011","12/22/2010","30000.00","16-USC-1540              ","Endangered Species Act","0.00","","","0.00","","","0.00","","","30000.00","N",
"Department of the Army","08-0849","U.S. District Court","","NONE PROVIDED","","201101029","008232011","12/08/2010","150000.00","16-USC-470w-4            ","National Historic Preservation Act - Attny Fees","0.00","","","0.00","","","0.00","","","150000.00","N",
"Department of Veterans Affairs","08-CV-00761-WYD-KLM","U.S. District Court","","SA - 2008V00370","","201101036","016342011","01/21/2011","130000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","1304.88","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","112.05","28-USC-2412(f)           ","Interest-Unsuccessful Appeal of Attny Fees Award","131416.93","N",
"Bur of Indian Affair","07-C-316","U.S. District Court","","NONE PROVIDED","","201101041","012182011","12/23/2010","0.00","","","0.00","","","35092.41","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","35092.41","N",
"Department of Veterans Affairs","10-2524 STA-CGE","U.S. District Court","","10-2524","","201101044","009982011","12/17/2010","25000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","25000.00","N",
